spp,id,x,y,dit,nBoats,effort
B,examples/dit_month_from_1a//01/B/Dit_B_S4_01_1,-33.5,-26.5,0.000109409193100873,0,0
B,examples/dit_month_from_1a//01/B/Dit_B_S4_01_1,-26.5,-26.5,0.000765864329878241,22.3369445800781,0.0171070690923489
B,examples/dit_month_from_1a//01/B/Dit_B_S4_01_1,-25.5,-26.5,0.000765864329878241,0,0
B,examples/dit_month_from_1a//01/B/Dit_B_S4_01_1,-24.5,-26.5,0.000328227557474747,73.1456909179688,0.0240084314698077
B,examples/dit_month_from_1a//01/B/Dit_B_S4_01_1,-37.5,-27.5,0.000109409193100873,0,0
B,examples/dit_month_from_1a//01/B/Dit_B_S4_01_1,-36.5,-27.5,0.00120350113138556,0,0
B,examples/dit_month_from_1a//01/B/Dit_B_S4_01_1,-35.5,-27.5,0.000109409193100873,0,0
B,examples/dit_month_from_1a//01/B/Dit_B_S4_01_1,-34.5,-27.5,0.000109409193100873,0,0
B,examples/dit_month_from_1a//01/B/Dit_B_S4_01_1,-33.5,-27.5,0.000328227557474747,8.24777793884277,0.00270714800746047
B,examples/dit_month_from_1a//01/B/Dit_B_S4_01_1,-32.5,-27.5,0.000218818386201747,52.6338882446289,0.0115172624852128
B,examples/dit_month_from_1a//01/B/Dit_B_S4_01_1,-26.5,-27.5,0.000765864329878241,3.45555543899536,0.00264648665064329
B,examples/dit_month_from_1a//01/B/Dit_B_S4_01_1,-25.5,-27.5,0.000656455114949495,15.5458335876465,0.0102051419747642
B,examples/dit_month_from_1a//01/B/Dit_B_S4_01_1,-24.5,-27.5,0.000109409193100873,283.438903808594,0.0310108217590943
B,examples/dit_month_from_1a//01/B/Dit_B_S4_01_1,-37.5,-28.5,0.000437636772403494,0,0
B,examples/dit_month_from_1a//01/B/Dit_B_S4_01_1,-36.5,-28.5,0.000656455114949495,0,0
B,examples/dit_month_from_1a//01/B/Dit_B_S4_01_1,-35.5,-28.5,0.000656455114949495,0,0
B,examples/dit_month_from_1a//01/B/Dit_B_S4_01_1,-34.5,-28.5,0.000437636772403494,5.96250009536743,0.00260940929719213
B,examples/dit_month_from_1a//01/B/Dit_B_S4_01_1,-33.5,-28.5,0.000765864329878241,14.8118057250977,0.0113438336659386
B,examples/dit_month_from_1a//01/B/Dit_B_S4_01_1,-32.5,-28.5,0.000765864329878241,58.7173614501953,0.0449695326792723
B,examples/dit_month_from_1a//01/B/Dit_B_S4_01_1,-31.5,-28.5,0.000109409193100873,0,0
B,examples/dit_month_from_1a//01/B/Dit_B_S4_01_1,-37.5,-29.5,0.000437636772403494,0,0
B,examples/dit_month_from_1a//01/B/Dit_B_S4_01_1,-36.5,-29.5,0.000109409193100873,44.7193069458008,0.00489270328897035
B,examples/dit_month_from_1a//01/B/Dit_B_S4_01_1,-33.5,-29.5,0.000109409193100873,0,0
B,examples/dit_month_from_1a//01/B/Dit_B_S4_01_1,-32.5,-29.5,0.000765864329878241,0,0
B,examples/dit_month_from_1a//01/B/Dit_B_S4_01_1,-32.5,-30.5,0.000328227557474747,0,0
B,examples/dit_month_from_1a//02/B/Dit_B_S2_02_1,-22.5,-10.5,0.000765864329878241,5.39506912231445,0.00413189099800815
B,examples/dit_month_from_1a//02/B/Dit_B_S2_02_1,-21.5,-10.5,0.000328227557474747,10.8374996185303,0.0035571660289237
B,examples/dit_month_from_1a//02/B/Dit_B_S2_02_1,-27.5,-11.5,0.000218818386201747,0,0
B,examples/dit_month_from_1a//02/B/Dit_B_S2_02_1,-26.5,-11.5,0.000109409193100873,0,0
B,examples/dit_month_from_1a//02/B/Dit_B_S2_02_1,-25.5,-11.5,0.000109409193100873,0,0
B,examples/dit_month_from_1a//02/B/Dit_B_S2_02_1,-22.5,-11.5,0.000109409193100873,55.5030555725098,0.00607254452482123
B,examples/dit_month_from_1a//02/B/Dit_B_S2_02_1,-21.5,-11.5,0.000547045958228409,22.1202774047852,0.0121008083491789
B,examples/dit_month_from_1a//02/B/Dit_B_S2_02_1,-27.5,-12.5,0.000218818386201747,0,0
B,examples/dit_month_from_1a//02/B/Dit_B_S2_02_1,-26.5,-12.5,0.000656455114949495,0,0
B,examples/dit_month_from_1a//02/B/Dit_B_S2_02_1,-25.5,-12.5,0.000328227557474747,0,0
B,examples/dit_month_from_1a//02/B/Dit_B_S2_02_1,-20.5,-12.5,0.000656455114949495,5.65763854980469,0.00371398576455473
B,examples/dit_month_from_1a//02/B/Dit_B_S2_02_1,-27.5,-13.5,0.000109409193100873,0,0
B,examples/dit_month_from_1a//02/B/Dit_B_S2_02_1,-26.5,-13.5,0.000875273544806987,0,0
B,examples/dit_month_from_1a//02/B/Dit_B_S2_02_1,-25.5,-13.5,0.000218818386201747,0,0
B,examples/dit_month_from_1a//02/B/Dit_B_S2_02_1,-24.5,-13.5,0.000218818386201747,0,0
B,examples/dit_month_from_1a//02/B/Dit_B_S2_02_1,-21.5,-13.5,0.000218818386201747,0,0
B,examples/dit_month_from_1a//02/B/Dit_B_S2_02_1,-20.5,-13.5,0.000437636772403494,8.11236095428467,0.00355026746460527
B,examples/dit_month_from_1a//02/B/Dit_B_S2_02_1,-34.5,-15.5,0.000437636772403494,0,0
B,examples/dit_month_from_1a//02/B/Dit_B_S2_02_1,-35.5,-16.5,0.000656455114949495,0,0
B,examples/dit_month_from_1a//02/B/Dit_B_S2_02_1,-34.5,-16.5,0.000218818386201747,0,0
B,examples/dit_month_from_1a//02/B/Dit_B_S2_02_1,-36.5,-17.5,0.000109409193100873,0,0
B,examples/dit_month_from_1a//02/B/Dit_B_S2_02_1,-35.5,-17.5,0.000656455114949495,0,0
B,examples/dit_month_from_1a//02/B/Dit_B_S2_02_1,-34.5,-17.5,0.000984682701528072,0,0
B,examples/dit_month_from_1a//02/B/Dit_B_S2_02_1,-24.5,-17.5,0.000109409193100873,0,0
B,examples/dit_month_from_1a//02/B/Dit_B_S2_02_1,-23.5,-17.5,0.000328227557474747,15.347222328186,0.00503738129880241
B,examples/dit_month_from_1a//02/B/Dit_B_S2_02_1,-34.5,-18.5,0.000109409193100873,0,0
B,examples/dit_month_from_1a//02/B/Dit_B_S2_02_1,-26.5,-18.5,0.000109409193100873,5.57541656494141,0.000610001827571483
B,examples/dit_month_from_1a//02/B/Dit_B_S2_02_1,-25.5,-18.5,0.000765864329878241,50.531665802002,0.0387004003670814
B,examples/dit_month_from_1a//02/B/Dit_B_S2_02_1,-24.5,-18.5,0.000328227557474747,15.0287036895752,0.00493283470404099
B,examples/dit_month_from_1a//02/B/Dit_B_S2_02_1,-23.5,-18.5,0.00153172865975648,29.3661117553711,0.0449809150013136
B,examples/dit_month_from_1a//02/B/Dit_B_S2_02_1,-22.5,-18.5,0.000328227557474747,16.2996520996094,0.00534999499634292
B,examples/dit_month_from_1a//02/B/Dit_B_S2_02_1,-25.5,-19.5,0.000656455114949495,33.5358772277832,0.0220147981404966
B,examples/dit_month_from_1a//02/B/Dit_B_S2_02_1,-24.5,-19.5,0.000437636772403494,107.447532653809,0.0470229913933318
B,examples/dit_month_from_1a//02/B/Dit_B_S2_02_1,-23.5,-19.5,0.000218818386201747,111.433090209961,0.0243836089692173
B,examples/dit_month_from_1a//02/B/Dit_B_S2_02_1,-22.5,-19.5,0.000765864329878241,15.1931591033936,0.011635898615454
B,examples/dit_month_from_1a//02/B/Dit_B_S2_02_1,-25.5,-20.5,0.000218818386201747,7.11388874053955,0.00155664965382364
B,examples/dit_month_from_1a//02/B/Dit_B_S2_02_1,-24.5,-20.5,0.000218818386201747,60.0566329956055,0.013141495512809
B,examples/dit_month_from_1a//02/B/Dit_B_S2_02_1,-22.5,-20.5,0.000109409193100873,90.3955230712891,0.00989010123916112
B,examples/dit_month_from_1a//02/B/Dit_B_S2_02_1,-24.5,-21.5,0.000109409193100873,68.192268371582,0.007460861058253
B,examples/dit_month_from_1a//02/B/Dit_B_S4_02_1,-28.5,-22.5,0.000109409193100873,0,0
B,examples/dit_month_from_1a//02/B/Dit_B_S4_02_1,-42.5,-23.5,0.000656455114949495,0,0
B,examples/dit_month_from_1a//02/B/Dit_B_S4_02_1,-40.5,-23.5,0.000328227557474747,36.3436126708984,0.0119289752167773
B,examples/dit_month_from_1a//02/B/Dit_B_S4_02_1,-39.5,-23.5,0.000218818386201747,0,0
B,examples/dit_month_from_1a//02/B/Dit_B_S4_02_1,-28.5,-23.5,0.000328227557474747,0,0
B,examples/dit_month_from_1a//02/B/Dit_B_S4_02_1,-42.5,-24.5,0.000984682701528072,0,0
B,examples/dit_month_from_1a//02/B/Dit_B_S4_02_1,-41.5,-24.5,0.000765864329878241,0,0
B,examples/dit_month_from_1a//02/B/Dit_B_S4_02_1,-40.5,-24.5,0.000218818386201747,0,0
B,examples/dit_month_from_1a//02/B/Dit_B_S4_02_1,-28.5,-24.5,0.000328227557474747,35.7765274047852,0.011742842205001
B,examples/dit_month_from_1a//02/B/Dit_B_S4_02_1,-27.5,-24.5,0.000328227557474747,81.7745132446289,0.0268406487459709
B,examples/dit_month_from_1a//02/B/Dit_B_S4_02_1,-27.5,-25.5,0.000109409193100873,13.9743747711182,0.00152892506779724
B,examples/dit_month_from_1a//02/B/Dit_B_S4_02_1,-38.5,-26.5,0.000109409193100873,0,0
B,examples/dit_month_from_1a//02/B/Dit_B_S4_02_1,-37.5,-26.5,0.000109409193100873,0.758194446563721,8.29534426120999e-05
B,examples/dit_month_from_1a//02/B/Dit_B_S4_02_1,-36.5,-26.5,0.000218818386201747,19.495138168335,0.00426589467277513
B,examples/dit_month_from_1a//02/B/Dit_B_S4_02_1,-27.5,-26.5,0.000328227557474747,38.3427772521973,0.012585156124287
