"ID","SHRK_NR","Spp","ScientificName","Region","TAG_TYPE","Eff_mean","Eff_median","Eff_sd","Eff_se","Ov_mean","Ov_median","Ov_sd","Ov_se"
"bl_nq135926","S41","PGL","Prionace glauca","ATL_N","SPOT",0.00022414425280045,0.000143531171932597,0.000234319136845226,3.85218288036207e-05,94.4444444444445,100,11.1111111111111,5.55555555555555
"bl_nq135927","S42","PGL","Prionace glauca","ATL_N","SPOT",0.000174939344010879,0.000123594239057178,0.00014328528127941,5.4156745828751e-05,100,100,NA,NA
"bl_nq135928","S43","PGL","Prionace glauca","ATL_N","SPOT",0.000182976695805645,1.84756526260621e-05,0.000294052093021932,7.85887275679894e-05,34.6153846153846,34.6153846153846,48.9535463898379,34.6153846153846
"bl_nq135928a","S44","PGL","Prionace glauca","ATL_N","SPOT",4.479873741062e-05,4.479873741062e-05,1.87461489076957e-05,1.32555290137645e-05,100,100,NA,NA
"bl_nq135929","S45","PGL","Prionace glauca","ATL_N","SPOT",0.00023795045847499,0.000134068157724789,0.000251954245642062,7.9674928237847e-05,100,100,NA,NA
"bl_nq135929a","S46","PGL","Prionace glauca","ATL_N","SPOT",0.000154847906107457,0.000105700527500602,0.000140445315870501,3.89525221361407e-05,100,100,0,0
"bl_nq135930","S47","PGL","Prionace glauca","ATL_N","SPOT",0.000560176165138461,0.000624542456596558,0.000442531878228362,0.000180662882762491,100,100,NA,NA
"bl_nq135931","S48","PGL","Prionace glauca","ATL_N","SPOT",8.7210547257811e-05,0,0.000221576017892529,4.04540610673022e-05,38.6363636363636,25,46.9635870903905,27.1144396487474
"bl_nq135932","S49","PGL","Prionace glauca","ATL_N","SPOT",0.000187132922873442,3.74069612773427e-05,0.000335729066062932,8.66848721133005e-05,78.5714285714286,78.5714285714286,30.3045763365664,21.4285714285714
"bl_nq148781","S50","PGL","Prionace glauca","ATL_N","PSAT",0.000230259390784043,0.000112976666977096,0.000398890966215507,0.000106608095018403,77.2727272727273,77.2727272727273,32.1412173266613,22.7272727272727
"bl_nq148783","S51","PGL","Prionace glauca","ATL_N","PSAT",0.000820734272938797,0.000839213402531753,0.0003707816999654,0.000131091127192705,100,100,0,0
"bl_nq148784","S52","PGL","Prionace glauca","ATL_N","PSAT",9.87066285611802e-05,4.73361828074448e-05,0.000175747763270736,4.26250936136054e-05,68.1818181818182,68.1818181818182,44.9977042573257,31.8181818181818
"bl_nq149241","S53","PGL","Prionace glauca","ATL_N","SPOT",4.63785607549456e-05,2.67893346449998e-05,4.51003945294368e-05,2.60387249221286e-05,100,100,0,0
"bl_nq160252","S54","PGL","Prionace glauca","ATL_N","SPOT",0.000301748093506825,0.00018862921742707,0.000398271528134271,8.69099726105253e-05,87.2727272727273,81.8181818181818,11.0595682369059,6.38524469869863
"bl_nq160253","S55","PGL","Prionace glauca","ATL_N","SPOT",0.000176145557889056,5.63807573499735e-05,0.000273918963595272,7.32079223938367e-05,92.8571428571428,92.8571428571428,10.1015254455221,7.14285714285715
"bl_nq160254","S56","PGL","Prionace glauca","ATL_N","SPOT",8.55080175796072e-05,6.09932797171735e-05,6.30593925981004e-05,2.22948620618108e-05,90,90,14.142135623731,10
"bl_nq160255","S57","PGL","Prionace glauca","ATL_N","SPOT",0.000189979167524046,0.000114721414131474,0.000246715012885566,4.29475711321992e-05,88.1944444444445,87.5,9.72222222222222,4.86111111111111
"bl_nq160256","S58","PGL","Prionace glauca","ATL_N","SPOT",0.000147247827511031,0.000121998191362768,9.6835624805829e-05,2.6857370040693e-05,100,100,0,0
"bl_nq160385","S59","PGL","Prionace glauca","ATL_N","SPOT",0.000158859082826179,8.40305897959262e-05,0.00019909421767412,3.36530650318255e-05,75.3333333333333,100,37.0884827885363,16.5864737394996
"bl_nq160386","S60","PGL","Prionace glauca","ATL_N","SPOT",0.000375903865234587,0.000150856836875928,0.000633382545709054,0.000121894527755044,96.4285714285714,100,7.14285714285715,3.57142857142858
"bl_nq160387","S61","PGL","Prionace glauca","ATL_N","SPOT",0.000251980987474412,0.00016200664692692,0.000294124649649401,4.38455140316247e-05,75.6666666666667,100,35.9706670620506,16.0865713493515
"bl_nq160388","S62","PGL","Prionace glauca","ATL_N","SPOT",0.000432728326641407,0.000234332485879105,0.000556484664458615,7.50363768481804e-05,85.7142857142857,100,28.347335475692,10.7142857142857
"bl_nq160389","S63","PGL","Prionace glauca","ATL_N","SPOT",9.65739242172366e-05,2.61572235836765e-05,0.000168941723197657,2.5468923058305e-05,68.5974025974026,80,34.9688920378653,15.6385639389036
"bl_nq164441","S64","PGL","Prionace glauca","ATL_N","PSAT",9.32244581563803e-05,0,0.000174021379602449,3.71014827924337e-05,42.2222222222222,26.6666666666667,51.7830231010269,29.8969423268305
"bl_nq164442","S65","PGL","Prionace glauca","ATL_N","PSAT",0.000342363582066057,0.000174356031991183,0.000461543632121921,0.000188424398788256,100,100,0,0
"bl_nq164443","S66","PGL","Prionace glauca","ATL_N","PSAT",0.000201791327265019,0,0.000326008212828828,5.59099472449819e-05,64.7619047619048,66.6666666666667,38.8102541561428,17.3564733034358
"bl_nq164444","S67","PGL","Prionace glauca","ATL_N","PSAT",4.96712847291032e-05,0,8.37605516125819e-05,1.43648160923139e-05,54.8571428571429,60,37.0548407699965,16.5714285714286
"bl_nq40390","S68","PGL","Prionace glauca","ATL_N","SPOT",0.000238450567666998,0.000131689481104964,0.000230335559257237,5.58645788325472e-05,100,100,0,0
"bl_nq40406","S69","PGL","Prionace glauca","ATL_N","PSAT",0.000168769485417937,6.15584298660743e-05,0.000236320131856177,5.28427879282126e-05,71.875,93.75,48.2776259427353,24.1388129713676
"bl_nq40421","S70","PGL","Prionace glauca","ATL_N","PSAT",0.000164803258840327,7.64278836994526e-05,0.000240209925443976,5.00872318546442e-05,75,87.5,35.3553390593274,17.6776695296637
"bl_nq40461","S71","PGL","Prionace glauca","ATL_N","PSAT",0.000170296793480028,0,0.000497475720364756,7.5864336130808e-05,47.4603174603174,51.6666666666667,31.2993978435144,12.7779256621631
"bl_nq49022","S72","PGL","Prionace glauca","ATL_N","PSAT",0,0,0,0,0,0,0,0
"bl_nq66935","S73","PGL","Prionace glauca","ATL_N","PSAT",9.76862938863711e-05,2.39805853953835e-05,0.000191895558628645,4.95472201853273e-05,38.5185185185185,55.5555555555556,33.4319528782126,19.3019469937709
"bl_nq66936","S74","PGL","Prionace glauca","ATL_N","PSAT",0.00115428012050552,0.00082238301323714,0.00102959535766538,0.000325586639855832,100,100,0,0
"bl_nq66938","S75","PGL","Prionace glauca","ATL_N","PSAT",4.73269101157095e-05,0,0.000127215650468297,3.18039126170743e-05,47.6190476190476,42.8571428571429,50.1697797754892,28.965535858563
"bl_nq66940","S76","PGL","Prionace glauca","ATL_N","PSAT",4.32300469808498e-05,1.14828183916996e-05,7.18302243819066e-05,1.69305462515325e-05,55.8441558441558,55.8441558441558,1.83664099009493,1.2987012987013
"bl_nq66942","S77","PGL","Prionace glauca","ATL_N","PSAT",0.000344333136638046,1.22051783743628e-05,0.000786925734336204,0.000248847766990297,53.3333333333333,60,50.3322295684717,29.0593262902712
"bl_nq66945","S78","PGL","Prionace glauca","ATL_N","PSAT",0.000252507088684723,3.53209778572818e-05,0.000522543857647118,0.000116844358692393,67.8571428571429,75,36.2460413039008,20.9266617038654
"bl_nq66946","S79","PGL","Prionace glauca","ATL_N","PSAT",0.00016182362843003,3.69992683681331e-05,0.000273903077382902,8.2584885145706e-05,80,80,28.2842712474619,20
"bl_nq66951","S80","PGL","Prionace glauca","ATL_N","SPOT",0,0,0,0,0,0,NA,NA
"bl_nq66952","S81","PGL","Prionace glauca","ATL_N","SPOT",0,0,0,0,0,0,0,0
"bl_nq66954","S82","PGL","Prionace glauca","ATL_N","SPOT",1.42920009623081e-05,0,4.0423883188691e-05,1.42920009623081e-05,7.14285714285715,7.14285714285715,10.1015254455221,7.14285714285715
"bl_nq66955","S83","PGL","Prionace glauca","ATL_N","SPOT",0.0013317499962478,0.0013317499962478,NA,NA,100,100,NA,NA
"bl_nq66957","S84","PGL","Prionace glauca","ATL_N","SPOT",3.46262734222824e-05,0,9.21143372891136e-05,1.32955593575234e-05,25.2450980392157,25,7.04225580041425,3.52112790020712
"bl_nq66963","S85","PGL","Prionace glauca","ATL_N","SPOT",0.0012047564995535,0.000686213078831914,0.00112993104592002,0.00056496552296001,100,100,0,0
"bl_nq66967","S86","PGL","Prionace glauca","ATL_N","SPOT",0.000422727489466325,0.000184938491482899,0.00075453346924006,0.000145210033859444,92.1296296296296,88.8888888888889,6.85122619766145,3.95555728949886
"bl_nq66969","S87","PGL","Prionace glauca","ATL_N","SPOT",0.00107813722330465,0.000839073832870955,0.000848408859530922,0.000235306280430513,100,100,0,0
"bl_nq66970","S88","PGL","Prionace glauca","ATL_N","SPOT",5.63228817603423e-05,0,0.000115846317942272,4.09578584962366e-05,58.3333333333333,58.3333333333333,58.9255650988789,41.6666666666666
"bl_nq84174","S89","PGL","Prionace glauca","ATL_N","SPOT",0.00025584792661499,0.000158673447754995,0.000333057172086985,0.000117753492452761,100,100,0,0
"bl_nq84175","S90","PGL","Prionace glauca","ATL_N","SPOT",0.000262282602070652,0.000143387001452455,0.000292225351642029,8.43581927172792e-05,100,100,0,0
"bl_nq85136","S91","PGL","Prionace glauca","ATL_N","PSAT",0.000747095007513344,0.000418294660123794,0.00106206758642421,0.000226433570243717,97.7777777777778,100,4.96903994999953,2.22222222222222
"bl_nq85140","S92","PGL","Prionace glauca","ATL_N","PSAT",0.000167923102878653,9.43337682528804e-05,0.000232534826445554,4.2454856616593e-05,72.4444444444444,83.3333333333333,30.5848344570546,13.6779537853104
"bl_nq85693","S93","PGL","Prionace glauca","ATL_N","PSAT",1.66231699895269e-05,0,3.21882204445355e-05,5.44080229216771e-06,28,0,43.8178046004133,19.5959179422654
"bl_nq85697","S94","PGL","Prionace glauca","ATL_N","PSAT",0.000169020747834428,9.89998575188535e-05,0.000191695149930322,3.99712018653041e-05,76,100,35.7770876399966,16
"bl_nq86395","S95","PGL","Prionace glauca","ATL_N","PSAT",0.000590027070067199,0.000273531841622196,0.000744425054426335,0.000158711954876759,85,100,30,15
"bl_nq86396","S96","PGL","Prionace glauca","ATL_N","PSAT",0.000311146935826898,0.000192033563951652,0.000325532855826517,6.38422455451922e-05,90.8333333333333,91.6666666666667,10.6718737290548,5.33593686452738
"bl_nq86403","S97","PGL","Prionace glauca","ATL_N","PSAT",0.00110000752383482,0.000864309647504398,0.000969637859819019,0.000395852998640154,100,100,0,0
"bl_nq91026","S98","PGL","Prionace glauca","ATL_N","PSAT",0.000136848671323369,9.10114031477706e-05,0.000151992355906023,2.6868706387417e-05,79.9675324675325,81.3636363636363,18.9326642341805,9.46633211709025
"bl_nq91658","S99","PGL","Prionace glauca","ATL_N","PSAT",0.00107484119685434,0.000841752872735854,0.000918300725863886,0.000245426192443463,100,100,0,0
"bl_nq96034","S100","PGL","Prionace glauca","ATL_N","PSAT",6.02406450655166e-05,0,0.000124957877704691,2.1121736400793e-05,38.1818181818182,27.2727272727273,43.3131972711694,19.3702506842386
"bl_nq96035","S101","PGL","Prionace glauca","ATL_N","PSAT",0.000560673197261518,0.00030417912856729,0.000792813942181825,0.000142393587536605,92.3809523809524,100,13.5693398559762,5.12872838774714
"bl_nq96036","S102","PGL","Prionace glauca","ATL_N","PSAT",0.000800023855299183,0.000553165916648155,0.00100811888433245,0.00020162377686649,97.1428571428571,100,6.38876564999941,2.85714285714286
"bl_nq96037","S103","PGL","Prionace glauca","ATL_N","PSAT",0.000482810597572498,0.000172245488000929,0.000676966007699236,0.000119671813669229,62.2222222222222,100,51.8783001330167,23.2006811309123
"bl_nq96039","S104","PGL","Prionace glauca","ATL_N","PSAT",0.00023102575371363,2.7501600148729e-05,0.000560699206262677,8.55058273416844e-05,49.1341991341991,50,42.4049121081962,16.027550257977
"bl_pa70786","S105","PGL","Prionace glauca","ATL_N","SPOT",0.000248078631185838,0.000105440276190869,0.000534226645470949,6.78468518216962e-05,68.5449735449736,78.5714285714286,32.4068621053356,10.8022873684452
"bl_pa70787","S106","PGL","Prionace glauca","ATL_N","SPOT",0.00050986904960236,0.000176408478248024,0.000817921373344985,0.000182892779104937,93.3333333333333,100,14.9071198499986,6.66666666666666
"bl_pa70788","S107","PGL","Prionace glauca","ATL_N","SPOT",0.000762491050007119,0.000477886113600043,0.00106299974110652,8.22573895846001e-05,94.1666666666667,100,8.149487187188,2.3525543106402
"bl_pa70788a","S108","PGL","Prionace glauca","ATL_N","SPOT",5.52485670954392e-05,2.5122382833137e-05,8.84567892023191e-05,2.28394447626375e-05,65,65,49.4974746830583,35
"bl_pa70789","S109","PGL","Prionace glauca","ATL_N","SPOT",0.000808905425863008,0.000308348793404731,0.00153072762525511,0.000131744057782059,81.1787834749791,85.4166666666667,22.2890674943423,6.43429955892214
"bl_pa70791","S110","PGL","Prionace glauca","ATL_N","SPOT",0.000573010272874567,0.000207391741442403,0.00091475238728228,0.000117122041578791,76.6266025641026,85.8333333333333,25.7330979137375,9.09802401787059
"bl_pa70792","S111","PGL","Prionace glauca","ATL_N","SPOT",0.000608224274507251,0.000280380605439638,0.000942655913337206,8.60523179500705e-05,74.8295454545455,95,37.6062388171358,10.8559860521413
"bl_pa70793","S112","PGL","Prionace glauca","ATL_N","SPOT",0.000393256921253398,0.000132754471462268,0.00069414647690303,5.86660848359406e-05,61.6450216450217,76.3888888888889,33.4055850855059,9.6433617707769
"bl_pa70794","S113","PGL","Prionace glauca","ATL_N","SPOT",0.000272231051890934,0.00012845421124636,0.00044354299024786,5.63300160915225e-05,90.9659090909091,100,12.6258423450976,4.46390937020537
"bl_pa70795","S114","PGL","Prionace glauca","ATL_N","SPOT",0.000283747685134445,8.15770608987715e-05,0.000442595308336471,6.67237532601697e-05,88.1318681318681,100,16.2696751853378,7.27601993725137
"bl_pa70796","S115","PGL","Prionace glauca","ATL_N","PSAT",0.000244461818251246,0.000155913986280254,0.000268174941029261,4.04288935258975e-05,92.8571428571428,100,17.4963553055941,7.14285714285715
"bl_pa70797","S116","PGL","Prionace glauca","ATL_N","PSAT",0.000249341678352469,0.00013143238694294,0.000303969185954024,0.000135939152571694,100,100,0,0
"bl_pa70798","S117","PGL","Prionace glauca","ATL_N","PSAT",0.000138934812253866,5.13683030892884e-05,0.000231072008412057,6.17565919394046e-05,91.6666666666667,100,14.4337567297406,8.33333333333333
"bl_pa70799","S118","PGL","Prionace glauca","ATL_N","PSAT",0.00034416297330055,0.000146256632952765,0.000594801232900105,0.000112406867269163,80.8333333333333,87.5,27.5756535129572,12.3322071557906
"bl_pa70802","S119","PGL","Prionace glauca","ATL_N","PSAT",0.000552378667387293,0.000389736474382034,0.000752392126851887,0.000153581399772876,97.5,100,7.07106781186548,2.5
"bl_pa70804","S120","PGL","Prionace glauca","ATL_N","PSAT",0.000760583910156638,0.000401411604401873,0.00143911952260797,0.00024680696197823,98.4126984126984,100,4.76190476190477,1.58730158730159
"bl_pa91061","S121","PGL","Prionace glauca","ATL_N","SPOT",0.000124728023912718,1.09094994326971e-06,0.000177919268058288,7.95679155770679e-05,75,75,35.3553390593274,25
"bl_pa91062","S122","PGL","Prionace glauca","ATL_N","SPOT",0.000780593434818599,0.000119638209748675,0.00216094887915071,0.000129838834537905,63.0115251881955,65.2605459057072,16.9834986849371,4.90271376876504
"bl_pa91063","S123","PGL","Prionace glauca","ATL_N","SPOT",0.000233176885996746,7.27083520631649e-07,0.000572146807166445,5.43057716766295e-05,54.0863303363303,66.3636363636363,34.7643022602344,10.0355896340679
"bl_pa91064","S124","PGL","Prionace glauca","ATL_N","SPOT",0.000595342935296583,0.000120828035221955,0.0011216921794814,8.38392098209803e-05,72.5808032369733,90.7843137254902,35.6143051778196,10.2809643407078
"bl_pa91065","S125","PGL","Prionace glauca","ATL_N","SPOT",0.000175990227510423,0.000104705989117916,0.000193907427989809,3.37549505368641e-05,97.5,100,5,2.5
"bl_pa91066","S126","PGL","Prionace glauca","ATL_N","SPOT",0.000423564221697301,0.000173438609964896,0.000691988168426274,7.6887574269586e-05,93.7654320987654,100,9.99142293349349,3.3304743111645
"bl_pa91069","S127","PGL","Prionace glauca","ATL_N","PSAT",0.000248166390210918,7.86829602272649e-05,0.000385414979005802,7.03668260006192e-05,94.4615384615385,100,8.74355214669712,3.9102353929658
"bl_pa98169","S128","PGL","Prionace glauca","ATL_N","PSAT",0.000167080596048817,0.000101950615041843,0.000191811065269608,5.53710850834786e-05,100,100,0,0
"bl_pa98170","S129","PGL","Prionace glauca","ATL_N","PSAT",0.000237344363879719,0.000135589278182778,0.000315208687478752,5.75489694845695e-05,90.4761904761905,100,14.6771761975452,6.56383273909058
"bl_pa98174","S130","PGL","Prionace glauca","ATL_N","PSAT",0.000255404967984092,2.31344155883731e-05,0.000660499308764717,0.000140818925781023,66.6666666666667,50,28.8675134594813,16.6666666666667
"bl_pa98175","S131","PGL","Prionace glauca","ATL_N","SPOT",0.00017231967771014,8.65455053408471e-05,0.000209355429758812,5.59525921584493e-05,100,100,0,0
"bl_pa98176","S132","PGL","Prionace glauca","ATL_N","SPOT",0.000343436385172715,0.000185708149357262,0.000417375834396782,5.43377053498297e-05,90.7692307692308,100,19.338161676887,6.83707262870429
"bl_pa98177","S133","PGL","Prionace glauca","ATL_N","SPOT",0.000158817668937261,8.21474175116458e-05,0.000220161336134457,3.24610180693401e-05,79.2861305361305,91.6083916083916,33.5370836440349,13.6914570648208
"bl_pa98178","S134","PGL","Prionace glauca","ATL_N","SPOT",0.000135087306397913,7.86345104391954e-05,0.000144205288203255,2.7752320654239e-05,89.7435897435898,96.1538461538462,15.8061897512025,7.90309487560124
"bl_pa98179","S135","PGL","Prionace glauca","ATL_N","SPOT",0.00029055571854922,0.000169030124901881,0.000541552960236692,0.000150199766654823,100,100,0,0
"bl_pa98180","S136","PGL","Prionace glauca","ATL_N","SPOT",0.000712047354295519,0,0.00158320100061801,0.000137280937139644,50.147084883927,63.3333333333333,37.6007730012746,10.854408207012
"bl_sc13703","S137","PGL","Prionace glauca","ATL_N","PSAT",0.000435060522218543,0.000176549295624969,0.000607102743783243,0.000350510932549016,50,50,70.7106781186548,50
