"ID","SHRK_NR","Spp","ScientificName","Region","TAG_TYPE","Eff_mean","Eff_median","Eff_sd","Eff_se","Ov_mean","Ov_median","Ov_sd","Ov_se"
"mk_bw128422","S294","IOX","Isurus oxyrinchus","ATL_N","SPOT",0.000734860028490526,0.000142988976605286,0.00165953134293833,0.000166789175526093,78.5329947829948,88.4615384615385,27.2250243264322,7.85918756177988
"mk_bw128429","S295","IOX","Isurus oxyrinchus","ATL_N","SPOT",0.000224411379586687,1.8852679240771e-05,0.000348451438682046,4.78634861260979e-05,67.9292929292929,72.2222222222222,35.1473061453153,17.5736530726577
"mk_bw128431","S296","IOX","Isurus oxyrinchus","ATL_N","SPOT",0.000208275541966698,0,0.000578226488402115,5.11084838763525e-05,54.4978632478632,69.8076923076923,47.3364881102146,13.664867076462
"mk_bw134451","S297","IOX","Isurus oxyrinchus","ATL_N","SPOT",0.000692781376724245,0,0.00292548366213665,0.0003001482906731,22.9752886002886,0,31.3313129129117,9.04457097216697
"mk_bw134452","S298","IOX","Isurus oxyrinchus","ATL_N","SPOT",0,0,0,0,0,0,0,0
"mk_bw134453","S299","IOX","Isurus oxyrinchus","ATL_N","SPOT",0.000101187401283645,0,0.000471852262832904,4.3437521656186e-05,8.13492063492063,0,19.5406519406505,5.64090032903769
"mk_bw134454","S300","IOX","Isurus oxyrinchus","ATL_N","SPOT",0,0,0,0,0,0,0,0
"mk_bw134455","S301","IOX","Isurus oxyrinchus","ATL_N","SPOT",0.000162951086246204,0,0.000480198509110356,3.98783156141201e-05,40.2918798373344,42.8571428571429,28.9195109178173,8.71956062136241
"mk_bw134456","S302","IOX","Isurus oxyrinchus","ATL_N","SPOT",5.36882576832298e-05,0,0.000432848571499269,5.36882576832299e-05,1.19047619047619,0,4.12393049421162,1.19047619047619
"mk_bw134457","S303","IOX","Isurus oxyrinchus","ATL_N","SPOT",0,0,0,0,0,0,0,0
"mk_bw134458","S304","IOX","Isurus oxyrinchus","ATL_N","SPOT",0,0,0,0,0,0,0,0
"mk_bw134459","S305","IOX","Isurus oxyrinchus","ATL_N","SPOT",0.000220596433321317,0,0.00138831596044009,0.00013679483631644,6.01851851851852,0,12.1417999961097,3.50503574810026
"mk_bw134461","S306","IOX","Isurus oxyrinchus","ATL_N","SPOT",0.000578618414199012,0.000139549342402824,0.00101566639224534,9.04827537867339e-05,67.8475484265091,75,25.9040367562451,7.47785129715802
"mk_bw134462","S307","IOX","Isurus oxyrinchus","ATL_N","SPOT",0.000429570331005106,0,0.00110053510012309,7.4030002069081e-05,42.9737219196601,38.4615384615385,28.0964443489599,8.11074485407167
"mk_bw134463","S308","IOX","Isurus oxyrinchus","ATL_N","SPOT",0.000506744548342869,0,0.00190048832901395,0.000191978312144522,48.1606125356125,50.7692307692307,39.0706669490887,11.2787300402373
"mk_bw134464","S309","IOX","Isurus oxyrinchus","ATL_N","SPOT",0.000471441012648249,4.40286382478244e-06,0.00096918720103958,9.24083738166887e-05,72.6699561403509,100,37.3616230837061,10.7853715723695
"mk_bw134465","S310","IOX","Isurus oxyrinchus","ATL_N","SPOT",0.000114500583423656,1.06876424402968e-05,0.00022599556828186,4.27091479340371e-05,68.9839572192514,68.9839572192514,31.0068214210144,21.9251336898396
"mk_bw134467","S311","IOX","Isurus oxyrinchus","ATL_N","SPOT",0.000223236003287764,4.59960558908324e-05,0.000461759919400412,8.4305441335791e-05,79.2410714285714,80.3571428571428,18.4337703768416,9.21688518842079
"mk_bw134468","S312","IOX","Isurus oxyrinchus","ATL_N","SPOT",0.0002567894522396,8.00251653033032e-05,0.000341650570352003,5.47078750769213e-05,84.3333333333333,80,15.0738920727933,6.74124947205222
"mk_bw134469","S313","IOX","Isurus oxyrinchus","ATL_N","SPOT",4.95294901178649e-05,0,0.000286366016051376,3.42272855125717e-05,2.43147656940761,0,5.68883398802543,1.64222491718079
"mk_bw134470","S314","IOX","Isurus oxyrinchus","PAC_NE","SPOT",5.91197843067243e-06,0,2.81849312040377e-05,3.73318533614002e-06,17.6252319109462,0,36.7699711298721,13.8977427606666
"mk_bw134471","S315","IOX","Isurus oxyrinchus","PAC_NE","SPOT",8.27145350680837e-05,0,0.000225412987481505,2.13952539414529e-05,22.2632575757576,12.9166666666667,30.6607788881722,10.8402223341439
"mk_bw147207","S316","IOX","Isurus oxyrinchus","ATL_N","SPOT",0.000183499925527119,1.2102647967866e-06,0.000742157726277815,0.000113177992218663,72.7272727272727,75,31.7097720249339,15.8548860124669
"mk_bw147213","S317","IOX","Isurus oxyrinchus","ATL_N","SPOT",7.44843646055619e-05,0,0.000179582417525422,4.01558493150592e-05,35,35,49.4974746830583,35
"mk_bw147215","S318","IOX","Isurus oxyrinchus","ATL_N","SPOT",0.000272822842937973,5.04806332684995e-05,0.00057052828261725,0.000152480097358449,100,100,0,0
"mk_bw147217","S319","IOX","Isurus oxyrinchus","ATL_N","SPOT",0.00141156864917072,0.000410429563763425,0.00346077029730352,0.000621572694492491,92.3809523809524,100,13.5693398559762,5.12872838774714
"mk_bw147218","S320","IOX","Isurus oxyrinchus","ATL_N","SPOT",0.000696778760461223,5.01400521679111e-05,0.00161122299771197,0.000430617459366362,100,100,0,0
"mk_bw147219","S321","IOX","Isurus oxyrinchus","ATL_N","SPOT",0.00127496225039176,0.000308667638424395,0.00222634439950419,0.000248912870930866,70.094696969697,82.5,35.6391488746138,10.2881360982237
"mk_bw147220","S322","IOX","Isurus oxyrinchus","ATL_N","SPOT",0.000527537870518491,5.38055466983824e-05,0.00105390441861256,8.75219981636567e-05,62.1820103205973,63.8888888888889,21.5378689738493,6.2174472249114
"mk_bw147221","S323","IOX","Isurus oxyrinchus","ATL_N","SPOT",0.00118272121562372,0.00011853022728571,0.00216551439400815,0.00022954406667719,73.2063279857397,100,34.2334973740005,9.88235946209077
"mk_bw147222","S324","IOX","Isurus oxyrinchus","ATL_N","SPOT",0.000624880450561298,0.00027084527329121,0.000933086509932775,0.000121477516579046,88.640873015873,100,17.5835065024236,5.07592110623589
"mk_bw147223","S325","IOX","Isurus oxyrinchus","ATL_N","SPOT",0.000504238087611606,0.000118946733770871,0.000803820581481435,9.6074935575842e-05,76.5972222222222,77.5,24.6707058868657,7.12181934243999
"mk_bw147224","S326","IOX","Isurus oxyrinchus","ATL_N","SPOT",0.00038014002394715,0.000190921871315862,0.000504581774301659,4.32675301907157e-05,88.7700534759358,100,18.8388860851293,6.27962869504311
"mk_bw147225","S327","IOX","Isurus oxyrinchus","ATL_N","SPOT",0.000258573244469631,3.91490767930465e-05,0.000555981118215491,5.55981118215491e-05,68.3021885521886,64.5833333333333,25.8553901407351,8.17619226369844
"mk_bw147226","S328","IOX","Isurus oxyrinchus","ATL_N","SPOT",0.000283157922631094,0.000172408277558157,0.000321236813778558,4.29270748992238e-05,89.9465240641711,100,17.8380524878806,7.97741958982204
"mk_bw147229","S329","IOX","Isurus oxyrinchus","ATL_N","SPOT",0,0,0,0,0,0,0,0
"mk_bw150133","S330","IOX","Isurus oxyrinchus","ATL_N","SPOT",0,0,0,0,0,0,NA,NA
"mk_bw150136","S331","IOX","Isurus oxyrinchus","ATL_N","SPOT",3.74319117508266e-05,0,0.000107985373687102,2.69963434217756e-05,22.2222222222222,0,38.4900179459751,22.2222222222222
"mk_bw150137","S332","IOX","Isurus oxyrinchus","ATL_N","SPOT",2.91856943063885e-05,0,7.64664068612032e-05,1.37337720992086e-05,18.6666666666667,16.6666666666667,20.8965706915433,9.34523051258412
"mk_bw150138","S333","IOX","Isurus oxyrinchus","ATL_N","SPOT",1.04835920074676e-05,0,3.75134425245018e-05,7.2194653799169e-06,17.5,12.5,20.9165006633519,9.35414346693485
"mk_bw150139","S334","IOX","Isurus oxyrinchus","ATL_N","SPOT",0.000181348551162236,0,0.000791094322705438,0.000122068504129441,22.8296703296703,23.0769230769231,18.7026179484539,8.36406501799012
"mk_bw150140","S335","IOX","Isurus oxyrinchus","ATL_N","SPOT",0,0,0,0,0,0,0,0
"mk_bw150141","S336","IOX","Isurus oxyrinchus","ATL_N","SPOT",0,0,0,0,0,0,0,0
"mk_bw162037","S337","IOX","Isurus oxyrinchus","ATL_N","SPOT",0.000598071313877574,0.000353169837011932,0.000908838628757034,0.000234661124904399,100,100,0,0
"mk_bw162038","S338","IOX","Isurus oxyrinchus","ATL_N","SPOT",0.000427783266047072,0.000224186401369154,0.000702564064252029,0.000181401261366127,100,100,0,0
"mk_bw162042","S339","IOX","Isurus oxyrinchus","ATL_N","SPOT",0.00031768882865262,0.000149028659087939,0.000428624553077445,0.000174985241044704,100,100,0,0
"mk_bw162043","S340","IOX","Isurus oxyrinchus","ATL_N","SPOT",0.000189115021278984,0.000135252062161157,0.000136422210217873,6.10098671375862e-05,100,100,NA,NA
"mk_dws107089","S341","IOX","Isurus oxyrinchus","ATL_N","PSAT",0.000242710701360404,0.000118766974212937,0.000313317763545009,4.7780511000423e-05,74.3333333333333,80,20.1246117974981,9
"mk_dws107090","S342","IOX","Isurus oxyrinchus","ATL_N","PSAT",0.000132618378154079,0.000104459334628361,0.000199338219850851,2.79129339242744e-05,75.8333333333333,68.75,17.5915265271538,7.86716982854133
"mk_dws107092","S343","IOX","Isurus oxyrinchus","ATL_N","PSAT",0.000850273464972867,0.000510870447583767,0.00103378736249368,0.00024366601810808,100,100,0,0
"mk_dws135931","S344","IOX","Isurus oxyrinchus","ATL_N","SPOT",0.000164559738932803,0.000138016239982913,0.000121329257359079,2.78348406170033e-05,100,100,0,0
"mk_dws135932","S345","IOX","Isurus oxyrinchus","ATL_N","SPOT",0.000304871413728744,0.000278104008934396,0.00033170057282459,7.23829991918522e-05,100,100,0,0
"mk_dws135933","S346","IOX","Isurus oxyrinchus","ATL_N","SPOT",0.000470760189659569,0.000290530209953364,0.000595962272790711,0.000108807326743173,100,100,0,0
"mk_dws135934","S347","IOX","Isurus oxyrinchus","ATL_N","SPOT",0.000195682180038776,9.87313352119201e-05,0.000267844783429889,5.25286837431938e-05,89.1025641025641,92.3076923076923,12.8044771509219,7.39266832991718
"mk_dws148786","S348","IOX","Isurus oxyrinchus","ATL_N","PSAT",0.000169897880116608,9.32941944200045e-05,0.000153867691491111,5.44004440294422e-05,100,100,0,0
"mk_dws149238","S349","IOX","Isurus oxyrinchus","ATL_N","SPOT",0.000505437920036606,0.000116978285016328,0.000966557489973125,0.000365324392330813,100,100,0,0
"mk_dws149240","S350","IOX","Isurus oxyrinchus","ATL_N","SPOT",0.000168383839813625,0.000136444224578657,0.000177366070586631,2.39160360790305e-05,88.8615384615385,92.3076923076923,12.4784310954362,5.58052403638852
"mk_dws149242","S351","IOX","Isurus oxyrinchus","ATL_N","SPOT",0.000694778448185,0.000449010155366584,0.000684757531654504,0.000111082339914987,100,100,0,0
"mk_dws149243","S352","IOX","Isurus oxyrinchus","ATL_N","SPOT",0.000125542226284578,0.000112110058930856,7.8761744807884e-05,1.8564321283913e-05,100,100,0,0
"mk_dws149244","S353","IOX","Isurus oxyrinchus","ATL_N","SPOT",0.000307266371128838,0.000111851824739113,0.000383115545455078,7.11427707741665e-05,86.7857142857143,100,18.3677012437483,8.21428571428572
"mk_dws149245","S354","IOX","Isurus oxyrinchus","ATL_N","SPOT",0.000313651011871277,0.000185017803249785,0.000256041702508328,0.00011450533037668,100,100,NA,NA
"mk_dws149246","S355","IOX","Isurus oxyrinchus","ATL_N","SPOT",0.000379568865092934,0.000299594385211682,0.000316519118724076,5.68485119156863e-05,98.3333333333333,100,3.33333333333335,1.66666666666667
"mk_dws160390","S356","IOX","Isurus oxyrinchus","ATL_N","SPOT",0.000184296444805548,3.48302883627027e-05,0.00032945500721427,5.5688060217751e-05,68.0944055944056,63.4615384615385,25.4026453528714,12.7013226764357
"mk_dws160391","S357","IOX","Isurus oxyrinchus","ATL_N","SPOT",0.000102872528678474,5.89147594588588e-05,0.000108883875406392,2.37604095719015e-05,93.75,93.75,8.83883476483184,6.25
"mk_dws160392","S358","IOX","Isurus oxyrinchus","ATL_N","SPOT",0.000198622985875346,9.58896023784128e-05,0.000327009568146308,7.13593380478703e-05,83.3333333333333,83.3333333333333,16.6666666666667,9.62250448649375
"mk_dws160393","S359","IOX","Isurus oxyrinchus","ATL_N","SPOT",0.000222921486755396,0.000133854941674824,0.00033121228745674,7.59853099938356e-05,92.8571428571428,100,14.2857142857143,7.14285714285715
"mk_dws164446","S360","IOX","Isurus oxyrinchus","ATL_N","PSAT",0.000163887422015629,7.18993830236645e-05,0.000236647575364498,5.57783684305304e-05,92.8571428571429,100,12.3717914826348,7.14285714285713
"mk_dws40392","S361","IOX","Isurus oxyrinchus","ATL_N","SPOT",1.85633350259875e-05,0,3.77847501965463e-05,6.1294958739546e-06,17.5438596491228,0,30.3868562731382,17.5438596491228
"mk_dws40393","S362","IOX","Isurus oxyrinchus","ATL_N","SPOT",0.000169525359700295,0.000153136171236466,0.000132366258928063,2.50148716499741e-05,96.1538461538462,96.1538461538462,5.43928293220421,3.84615384615385
"mk_dws86399","S363","IOX","Isurus oxyrinchus","ATL_N","PSAT",0.000330467746073566,0.00018948174963968,0.000378839163170992,6.80415223208967e-05,100,100,0,0
"mk_dws86400","S364","IOX","Isurus oxyrinchus","ATL_N","PSAT",0.000335369650057838,0.000314663414856038,0.000237130259721056,6.57681007991048e-05,100,100,0,0
"mk_dws86401","S365","IOX","Isurus oxyrinchus","ATL_N","PSAT",0.000161729451539504,5.99031724985973e-05,0.00021492223293113,3.68588588633575e-05,89.9509803921569,91.6666666666667,11.9370545704764,5.9685272852382
"mk_dws86402","S366","IOX","Isurus oxyrinchus","ATL_N","PSAT",4.14361856133866e-05,0,8.59026808409197e-05,1.45202032410578e-05,48.8888888888889,30,44.7627490632971,25.8437852213622
"mk_dws86407","S367","IOX","Isurus oxyrinchus","ATL_N","PSAT",0.000470380432383189,0.00036132517976329,0.000670078226654244,0.000139720968803213,100,100,0,0
"mk_dws86408","S368","IOX","Isurus oxyrinchus","ATL_N","PSAT",0.000324317208648187,0.000153051791286845,0.000687744708688449,9.35902005325423e-05,91.3333333333333,100,14.4529889257859,6.46357314322177
"mk_dws96030","S369","IOX","Isurus oxyrinchus","ATL_N","PSAT",0.00024615210218124,9.05807982386591e-05,0.00043197980775621,5.87850060104604e-05,95.6521739130435,100,8.69565217391305,4.34782608695652
"mk_dws96031","S370","IOX","Isurus oxyrinchus","ATL_N","PSAT",0.000373512187305817,0.000177093792390837,0.00057141246339838,9.94701422122609e-05,74.6666666666667,90,42.3346456489507,18.9326290948839
"mk_fa54552","S371","IOX","Isurus oxyrinchus","ATL_N","PSAT",0.00334444288578076,0.000767026932454618,0.0086715888792215,0.00144526481320358,66.8333333333333,63.3333333333333,25.7054781114507,8.12878591757878
"mk_fa73557","S372","IOX","Isurus oxyrinchus","OTHER","PSAT",2.29265214254389e-05,1.86636905950168e-05,2.29669367842922e-05,9.3762126793789e-06,90,90,14.142135623731,10
"mk_fa73560","S373","IOX","Isurus oxyrinchus","OTHER","PSAT",9.54282251134678e-05,5.49217170759994e-05,9.50296990678303e-05,2.53977553914323e-05,91.6666666666667,91.6666666666667,11.7851130197758,8.33333333333335
"mk_fa73562","S374","IOX","Isurus oxyrinchus","OTHER","PSAT",5.50885025080371e-05,0,0.000164547149443666,3.87841350655109e-05,20,0,34.6410161513775,20
"mk_fa73567","S375","IOX","Isurus oxyrinchus","OTHER","PSAT",3.36797563014041e-05,0,7.72073757670615e-05,2.91816450942228e-05,41.6666666666667,41.6666666666667,11.7851130197758,8.33333333333335
"mk_fa73570","S376","IOX","Isurus oxyrinchus","OTHER","PSAT",5.72786859314451e-05,0,8.65308368956642e-05,1.93488833448652e-05,32.1428571428572,32.1428571428572,45.4568645048495,32.1428571428572
"mk_fa73576","S377","IOX","Isurus oxyrinchus","OTHER","PSAT",6.27592383176003e-05,0,0.00013971995824529,3.04893945121481e-05,45.8333333333333,37.5,50.5181485540923,29.1666666666667
"mk_fa73578","S378","IOX","Isurus oxyrinchus","OTHER","PSAT",0.000191411237651098,0,0.000356164425767054,9.51889467555283e-05,44.4444444444444,33.3333333333333,50.9175077217316,29.3972367896066
"mk_fa73579","S379","IOX","Isurus oxyrinchus","OTHER","PSAT",1.04087524097406e-05,0,2.68780951721246e-05,6.01012479105796e-06,27.2727272727273,4.54545454545454,48.6738739521485,24.3369369760743
"mk_fa79794","S380","IOX","Isurus oxyrinchus","ATL_N","PSAT",5.41207916351564e-05,4.73609761284652e-05,4.86038934927569e-05,1.83705449901865e-05,71.4285714285714,71.4285714285714,NA,NA
"mk_fa79796","S381","IOX","Isurus oxyrinchus","ATL_N","PSAT",4.02919239039444e-05,1.47608175708833e-05,5.8723036927609e-05,1.13012537259291e-05,47.9166666666667,43.75,50.1300392313165,28.9425916446871
"mk_fa79802","S382","IOX","Isurus oxyrinchus","ATL_N","PSAT",0.000471957149590468,8.28134873974672e-05,0.000924644949393145,0.000256450367433522,66.6666666666667,66.6666666666667,47.1404520791032,33.3333333333333
"mk_fa79813","S383","IOX","Isurus oxyrinchus","ATL_N","PSAT",0.000387250014118603,0.00026916934311106,0.000301988138956109,0.000174352933318384,100,100,NA,NA
"mk_gsk132343","S384","IOX","Isurus oxyrinchus","ATL_N","SPOT",0.000100490024905449,6.35715798871245e-05,0.00012604217735169,2.5208435470338e-05,90,100,17.3205080756888,10
"mk_gsk132344","S385","IOX","Isurus oxyrinchus","ATL_N","SPOT",0.000491529710564976,3.68426715788577e-05,0.00149356565328924,0.000164936734385706,77.2222222222222,90,32.2422438667393,9.30753408786975
"mk_gsk132345","S386","IOX","Isurus oxyrinchus","ATL_N","SPOT",0.000678256158861296,0.000232783225774197,0.00106491024080962,0.000138639504543331,91.156462585034,100,23.397800710095,8.84353741496598
"mk_gsk141194","S387","IOX","Isurus oxyrinchus","ATL_N","SPOT",0.000206394722641988,0.000129099748017839,0.000149754188880596,8.64606212624862e-05,100,100,NA,NA
"mk_gsk141197","S388","IOX","Isurus oxyrinchus","ATL_N","SPOT",0.000348103926751561,0.000234029900395758,0.000260704658073953,9.85370986999722e-05,100,100,0,0
"mk_gsk141198","S389","IOX","Isurus oxyrinchus","ATL_N","SPOT",0.000206914726094576,0,0.000629202262822199,5.7200205711109e-05,56.7763157894737,66.6666666666667,40.8760152962646,12.324582332958
"mk_gsk141198a","S390","IOX","Isurus oxyrinchus","ATL_N","SPOT",0.000184950764506572,8.2217552838962e-05,0.00023133760053282,5.04820031205287e-05,77.4038461538462,77.4038461538462,21.0772213622913,14.9038461538462
"mk_gsk78680","S391","IOX","Isurus oxyrinchus","ATL_N","PSAT",0.000225321756232722,0.000137834366622994,0.000279566182102515,3.73586025127166e-05,93.5897435897436,100,8.78930076974494,3.93069479916818
"mk_gsk78682","S392","IOX","Isurus oxyrinchus","ATL_N","PSAT",0.000166431673535987,0,0.00027980008173768,4.79853181407704e-05,50,50,57.7350269189626,28.8675134594813
"mk_gsk78683","S393","IOX","Isurus oxyrinchus","ATL_N","PSAT",0.000120369012837499,2.83936389728753e-05,0.000248005481834154,3.2287563597263e-05,66.6744366744367,71.8181818181818,32.9252463363542,13.4416755299182
"mk_mf113678","S394","IOX","Isurus oxyrinchus","AUSTRL","SPOT",0.00104360329313419,0.000131758815814953,0.00251160653423292,0.00051267953695923,55.952380952381,66.6666666666667,38.101437987556,14.4009899298604
"mk_mf113680","S395","IOX","Isurus oxyrinchus","AUSTRL","SPOT",0.000170955891768543,0,0.000409598635606109,3.57867989531883e-05,36.008619290353,14.2857142857143,35.8836832760152,10.3587270994613
"mk_mf113682","S396","IOX","Isurus oxyrinchus","AUSTRL","SPOT",0.00072970733338141,4.96515110910988e-05,0.00201647892540809,0.000285173184455165,49.5833333333333,58.3333333333333,34.3844683929629,10.8733236255832
"mk_nh98334","S397","IOX","Isurus oxyrinchus","ATL_N","SPOT",4.14731488854256e-06,0,2.07365744427128e-05,4.14731488854256e-06,8.33333333333333,0,20.4124145231932,8.33333333333334
"mk_prg52465","S404","IOX","Isurus oxyrinchus","AUSTRL","SPOT",6.81339737823909e-06,0,4.1047311369331e-05,3.51977791187214e-06,2.02380952380953,0,4.81410779791226,1.38971321651626
"mk_prg52466","S405","IOX","Isurus oxyrinchus","AUSTRL","SPOT",3.27054565584403e-05,0,0.000153420001653509,1.08214125551321e-05,7.82327887166596,0,11.3149681666549,3.26634995844513
"mk_prg52471","S406","IOX","Isurus oxyrinchus","AUSTRL","SPOT",0,0,0,0,0,0,0,0
"mk_prg52478a","S407","IOX","Isurus oxyrinchus","AUSTRL","SPOT",0,0,0,0,0,0,0,0
"mk_prg52478b","S408","IOX","Isurus oxyrinchus","AUSTRL","SPOT",0.000144296451295539,0,0.0005445707200811,4.77620117126932e-05,11.3455988455989,0,18.3971012277262,5.31078567306825
"mk_prg52481a","S409","IOX","Isurus oxyrinchus","AUSTRL","SPOT",0,0,0,0,0,0,0,0
"mk_prg52481b","S410","IOX","Isurus oxyrinchus","AUSTRL","SPOT",7.20358533589439e-05,0,0.000360582039178703,2.29898711329233e-05,15.50425024303,7.91925465838509,21.8044627953735,6.29440623222202
"mk_prg55947","S411","IOX","Isurus oxyrinchus","AUSTRL","SPOT",0,0,0,0,0,0,0,0
"mk_prg55951","S412","IOX","Isurus oxyrinchus","AUSTRL","SPOT",5.33032434128536e-06,0,3.6466840721158e-05,4.05187119123978e-06,0.877192982456142,0,3.03868562731382,0.877192982456142
"mk_prg55952b","S413","IOX","Isurus oxyrinchus","AUSTRL","SPOT",7.32680195421769e-05,0,0.000221183086876784,1.58800201771443e-05,17.2237097756875,2.94117647058824,28.2847704959183,8.1651099298926
"mk_pz146193","S398","IOX","Isurus oxyrinchus","OTHER","PSAT",3.52206531183826e-05,0,7.36120239816138e-05,1.53491680480815e-05,33.3333333333333,37.5,26.3523138347365,13.1761569173682
"mk_pz146194","S399","IOX","Isurus oxyrinchus","OTHER","PSAT",0,0,0,0,0,0,0,0
"mk_pz146195","S400","IOX","Isurus oxyrinchus","OTHER","PSAT",0,0,0,0,0,0,0,0
"mk_pz146196","S401","IOX","Isurus oxyrinchus","OTHER","PSAT",3.54085445598803e-06,0,1.59120848557448e-05,2.85789480639172e-06,3.84615384615385,0,7.6923076923077,3.84615384615385
"mk_pz146197","S402","IOX","Isurus oxyrinchus","OTHER","PSAT",5.5412891389294e-07,0,3.50461897051402e-06,5.5412891389294e-07,1.42857142857143,0,3.1943828249997,1.42857142857143
"mk_pz146202","S403","IOX","Isurus oxyrinchus","OTHER","PSAT",4.0439403070462e-05,0,0.000114735362848765,1.63907661212521e-05,21.4285714285714,17.8571428571429,25.4216148857888,12.7108074428944
"mk_sc111138","S414","IOX","Isurus oxyrinchus","ATL_N","PSAT",0.000189693444111836,3.82014311191102e-05,0.000273540436565071,4.69117978501739e-05,54.5,62.5,47.8408820988911,21.3950928953347
"mk_sc111140","S415","IOX","Isurus oxyrinchus","ATL_N","PSAT",0.000257098788825442,8.27149167658575e-05,0.000366934648160417,6.11557746934028e-05,83.8235294117647,100,32.3529411764706,16.1764705882353
"mk_sc111141","S416","IOX","Isurus oxyrinchus","ATL_N","PSAT",0.00030338956369596,0,0.000506966826249593,8.22408790203613e-05,36.5,50,34.0771184227775,15.2397506541282
"mk_sc44403","S417","IOX","Isurus oxyrinchus","ATL_N","PSAT",0,0,0,0,0,0,NA,NA
"mk_sc44404","S418","IOX","Isurus oxyrinchus","ATL_N","PSAT",0.000210590435909775,6.93429876911134e-05,0.000314664440624597,0.000111250679881962,91.6666666666667,91.6666666666667,11.7851130197758,8.33333333333335
"mk_sc44415","S419","IOX","Isurus oxyrinchus","ATL_N","PSAT",0.000191255798685752,0.000139894286625785,0.000169129254627129,5.09943889700607e-05,79.1666666666667,83.3333333333333,25,12.5
"mk_sc66397","S420","IOX","Isurus oxyrinchus","ATL_N","PSAT",0.0008284999229081,9.42505708121108e-05,0.0015479362303353,0.000322767016066083,52.2321428571428,56.25,20.1701415176874,10.0850707588437
"mk_sc75373","S421","IOX","Isurus oxyrinchus","ATL_N","PSAT",0.000341019138362488,0.000146359268269209,0.000456563288404204,0.000114140822101051,61.6666666666667,56.6666666666667,33.7199797899856,16.8599898949928
"mk_sc75374","S422","IOX","Isurus oxyrinchus","ATL_N","PSAT",9.55320057079296e-05,0,0.000240276574522714,4.18267828739786e-05,40.2777777777778,41.6666666666667,11.0763344652094,4.5218946100277
"mk_sc78372","S423","IOX","Isurus oxyrinchus","ATL_N","PSAT",0.000180863771987701,4.12691480538524e-05,0.000309035825984816,4.76852632077592e-05,64.7222222222222,69.4444444444445,36.7213397103572,18.3606698551786
"mk_sc83609","S424","IOX","Isurus oxyrinchus","ATL_N","PSAT",4.680630738138e-05,3.86487191263098e-05,5.40571961273483e-05,2.20687579062597e-05,66.6666666666667,66.6666666666667,47.1404520791032,33.3333333333333
"mk_sc83610","S425","IOX","Isurus oxyrinchus","ATL_N","PSAT",0.000102536086361432,8.92089202701794e-06,0.000193583907411633,4.99831499666008e-05,60.4166666666667,58.3333333333333,31.4576434802948,15.7288217401474
"mk_sc83612","S426","IOX","Isurus oxyrinchus","ATL_N","PSAT",0.000160057563991986,0,0.000459172589148995,7.26015610413771e-05,46.1988304093567,38.5964912280702,48.4752641692423,19.7899437268773
"mk_sc87657","S427","IOX","Isurus oxyrinchus","ATL_N","PSAT",0.000131581448524121,3.27914396112043e-05,0.000222474127449124,4.06180326883881e-05,71.2820512820513,66.6666666666667,31.6850875519627,14.1700019278442
"mk_sc87665","S428","IOX","Isurus oxyrinchus","ATL_N","PSAT",0.000184008510345602,3.28456689930134e-05,0.000297221147374901,9.39895794473264e-05,81.25,81.25,26.5165042944955,18.75
"mk_sc93193","S429","IOX","Isurus oxyrinchus","ATL_N","PSAT",0.000409114426961957,3.37173028685221e-05,0.00093546684715807,0.000195058321504984,58.125,60,48.4499312005016,24.2249656002508
"mk_sc93194","S430","IOX","Isurus oxyrinchus","ATL_N","PSAT",4.22631540861513e-05,0,6.50086811677592e-05,2.4570971918597e-05,45,45,7.07106781186548,5
"mk_topp100945","S431","IOX","Isurus oxyrinchus","PAC_NE","SPOT",7.05602129841826e-05,0,0.000291498138840493,1.99264025465242e-05,9.57044125465178,0,19.4533070322138,5.61568602583854
"mk_topp109088","S432","IOX","Isurus oxyrinchus","PAC_NE","SPOT",2.52507578932282e-06,0,2.24242394596948e-05,2.0643185672269e-06,5.09259259259259,0,14.4984099390053,4.18533044055311
"mk_topp109089","S433","IOX","Isurus oxyrinchus","PAC_NE","SPOT",5.56165977482346e-05,0,0.000196354329349118,2.77686955596196e-05,18.4848484848485,0,32.0195647261565,9.65426201337818
"mk_topp109093","S434","IOX","Isurus oxyrinchus","PAC_NE","SPOT",2.62493850494163e-06,0,2.23224879987897e-05,2.18890003649557e-06,0.694444444444444,0,2.40562612162344,0.694444444444444
"mk_topp109094","S435","IOX","Isurus oxyrinchus","PAC_NE","SPOT",5.4290127131342e-05,0,0.000148986379298446,2.81557791685449e-05,26.6666666666667,0,43.4613493680177,19.436506316151
"mk_topp120685","S436","IOX","Isurus oxyrinchus","PAC_NE","SPOT",0,0,0,0,0,0,0,0
"mk_topp120686","S437","IOX","Isurus oxyrinchus","PAC_NE","SPOT",8.39242638348579e-06,0,7.86712982624576e-05,5.44180748992639e-06,3.01816239316239,2.08333333333333,3.34072035897478,0.964382899270675
"mk_topp120687","S438","IOX","Isurus oxyrinchus","PAC_NE","SPOT",0.000140598218866225,0,0.000515677163011683,2.4611928162231e-05,15.3936657551935,13.3399209486166,15.4392967280403,4.45694106101628
"mk_topp120688","S439","IOX","Isurus oxyrinchus","PAC_NE","SPOT",0,0,0,0,0,0,0,0
