"x","y","dit"
-128.5,39.5,3.74701412511058e-05
-127.5,39.5,3.52012866642326e-05
-126.5,39.5,5.82835964451078e-05
-125.5,39.5,5.1441526011331e-05
-124.5,39.5,0.000141782409627922
-123.5,39.5,3.43521205650177e-05
-122.5,39.5,NA
-121.5,39.5,NA
-120.5,39.5,NA
-119.5,39.5,NA
-118.5,39.5,NA
-117.5,39.5,NA
-116.5,39.5,NA
-115.5,39.5,NA
-114.5,39.5,NA
-113.5,39.5,NA
-112.5,39.5,NA
-111.5,39.5,NA
-110.5,39.5,NA
-109.5,39.5,NA
-108.5,39.5,NA
-107.5,39.5,NA
-106.5,39.5,NA
-105.5,39.5,NA
-104.5,39.5,NA
-103.5,39.5,NA
-102.5,39.5,NA
-101.5,39.5,NA
-100.5,39.5,NA
-99.5,39.5,NA
-98.5,39.5,NA
-97.5,39.5,NA
-96.5,39.5,NA
-95.5,39.5,NA
-94.5,39.5,NA
-93.5,39.5,NA
-92.5,39.5,NA
-91.5,39.5,NA
-90.5,39.5,NA
-89.5,39.5,NA
-88.5,39.5,NA
-87.5,39.5,NA
-86.5,39.5,NA
-85.5,39.5,NA
-84.5,39.5,NA
-83.5,39.5,NA
-82.5,39.5,NA
-81.5,39.5,NA
-80.5,39.5,NA
-79.5,39.5,NA
-78.5,39.5,NA
-77.5,39.5,NA
-76.5,39.5,NA
-75.5,39.5,1.90394075616496e-05
-74.5,39.5,3.15153774863575e-05
-73.5,39.5,0.000143770506838337
-72.5,39.5,0.000114375834527891
-71.5,39.5,5.66519520361908e-05
-70.5,39.5,3.80981837224681e-05
-69.5,39.5,3.54963667632546e-05
-68.5,39.5,3.87324726034421e-05
-67.5,39.5,3.83738442906179e-05
-66.5,39.5,3.6701894714497e-05
-65.5,39.5,2.55091454164358e-05
-64.5,39.5,2.36727537412662e-05
-63.5,39.5,1.59432020154782e-05
-62.5,39.5,1.78719474206446e-05
-61.5,39.5,1.0841574294318e-05
-60.5,39.5,1.45701787914732e-05
-59.5,39.5,2.3298565793084e-05
-58.5,39.5,1.75022414623527e-05
-57.5,39.5,2.92203876597341e-05
-56.5,39.5,2.1096004275023e-05
-55.5,39.5,2.11157748708501e-05
-54.5,39.5,1.31812830659328e-05
-53.5,39.5,1.59879818966147e-05
-52.5,39.5,1.60362287715543e-05
-51.5,39.5,9.46172349358676e-06
-50.5,39.5,1.19968563012662e-05
-49.5,39.5,1.41624268508167e-05
-48.5,39.5,1.9608731236076e-05
-47.5,39.5,1.63832446560264e-05
-46.5,39.5,2.0867495550192e-05
-45.5,39.5,1.07641571958084e-05
-44.5,39.5,1.6243000573013e-05
-43.5,39.5,2.10552097996697e-05
-42.5,39.5,5.93152799410746e-06
-41.5,39.5,9.76950559561374e-06
-40.5,39.5,1.59745632117847e-05
-39.5,39.5,9.27743985812413e-06
-38.5,39.5,6.23802452537348e-06
-37.5,39.5,3.82578218705021e-06
-36.5,39.5,6.39495465293294e-06
-35.5,39.5,4.37224844063167e-06
-34.5,39.5,1.70258335856488e-05
-33.5,39.5,2.36007872445043e-05
-32.5,39.5,1.96979490283411e-05
-31.5,39.5,2.15503769140923e-05
-30.5,39.5,2.75797447102377e-05
-29.5,39.5,3.78248587367125e-05
-28.5,39.5,2.42759288084926e-05
-27.5,39.5,1.30305361381033e-05
-26.5,39.5,1.55924881255487e-05
-25.5,39.5,1.86417528311722e-05
-24.5,39.5,3.76333082385827e-05
-23.5,39.5,4.08376545237843e-05
-22.5,39.5,8.54988229548326e-06
-21.5,39.5,NA
-20.5,39.5,9.59554563451093e-06
-19.5,39.5,8.50688957143575e-06
-18.5,39.5,1.1446171811258e-05
-17.5,39.5,1.23693971545435e-05
-16.5,39.5,2.24301220441703e-06
-15.5,39.5,2.26126326197118e-06
-14.5,39.5,1.67130315276154e-06
-13.5,39.5,4.14860915043391e-06
-12.5,39.5,1.32340881009441e-06
-11.5,39.5,1.36640373966657e-05
-10.5,39.5,6.78228980177664e-06
-9.5,39.5,2.34607268794207e-05
-8.5,39.5,NA
-7.5,39.5,NA
-6.5,39.5,NA
-5.5,39.5,NA
-4.5,39.5,NA
-3.5,39.5,NA
-2.5,39.5,NA
-1.5,39.5,NA
-0.5,39.5,NA
0.5,39.5,NA
1.5,39.5,NA
2.5,39.5,NA
3.5,39.5,NA
4.5,39.5,NA
5.5,39.5,NA
6.5,39.5,NA
7.5,39.5,NA
8.5,39.5,NA
9.5,39.5,NA
10.5,39.5,NA
11.5,39.5,NA
12.5,39.5,NA
13.5,39.5,NA
14.5,39.5,NA
15.5,39.5,NA
16.5,39.5,NA
17.5,39.5,NA
18.5,39.5,NA
19.5,39.5,NA
20.5,39.5,NA
21.5,39.5,NA
22.5,39.5,NA
23.5,39.5,NA
24.5,39.5,NA
25.5,39.5,NA
26.5,39.5,NA
27.5,39.5,NA
28.5,39.5,NA
29.5,39.5,NA
30.5,39.5,NA
31.5,39.5,NA
32.5,39.5,NA
33.5,39.5,NA
34.5,39.5,NA
35.5,39.5,NA
36.5,39.5,NA
37.5,39.5,NA
38.5,39.5,NA
39.5,39.5,NA
40.5,39.5,NA
41.5,39.5,NA
42.5,39.5,NA
43.5,39.5,NA
44.5,39.5,NA
45.5,39.5,NA
46.5,39.5,NA
47.5,39.5,NA
48.5,39.5,NA
49.5,39.5,NA
50.5,39.5,NA
51.5,39.5,NA
52.5,39.5,NA
53.5,39.5,NA
54.5,39.5,NA
55.5,39.5,NA
56.5,39.5,NA
57.5,39.5,NA
58.5,39.5,NA
59.5,39.5,NA
60.5,39.5,NA
61.5,39.5,NA
62.5,39.5,NA
63.5,39.5,NA
64.5,39.5,NA
65.5,39.5,NA
66.5,39.5,NA
67.5,39.5,NA
68.5,39.5,NA
69.5,39.5,NA
70.5,39.5,NA
71.5,39.5,NA
72.5,39.5,NA
73.5,39.5,NA
74.5,39.5,NA
75.5,39.5,NA
76.5,39.5,NA
77.5,39.5,NA
78.5,39.5,NA
79.5,39.5,NA
80.5,39.5,NA
81.5,39.5,NA
82.5,39.5,NA
83.5,39.5,NA
84.5,39.5,NA
85.5,39.5,NA
86.5,39.5,NA
87.5,39.5,NA
88.5,39.5,NA
89.5,39.5,NA
90.5,39.5,NA
91.5,39.5,NA
92.5,39.5,NA
93.5,39.5,NA
94.5,39.5,NA
95.5,39.5,NA
96.5,39.5,NA
97.5,39.5,NA
98.5,39.5,NA
99.5,39.5,NA
100.5,39.5,NA
101.5,39.5,NA
102.5,39.5,NA
103.5,39.5,NA
104.5,39.5,NA
105.5,39.5,NA
106.5,39.5,NA
107.5,39.5,NA
108.5,39.5,NA
109.5,39.5,NA
110.5,39.5,NA
111.5,39.5,NA
112.5,39.5,NA
113.5,39.5,NA
114.5,39.5,NA
115.5,39.5,NA
116.5,39.5,NA
117.5,39.5,NA
118.5,39.5,NA
119.5,39.5,NA
120.5,39.5,NA
121.5,39.5,NA
122.5,39.5,NA
123.5,39.5,NA
124.5,39.5,NA
125.5,39.5,NA
126.5,39.5,NA
127.5,39.5,NA
128.5,39.5,NA
129.5,39.5,NA
130.5,39.5,NA
131.5,39.5,NA
132.5,39.5,NA
133.5,39.5,NA
134.5,39.5,NA
135.5,39.5,NA
136.5,39.5,NA
137.5,39.5,NA
138.5,39.5,NA
139.5,39.5,NA
140.5,39.5,NA
141.5,39.5,NA
142.5,39.5,NA
143.5,39.5,NA
144.5,39.5,NA
145.5,39.5,NA
146.5,39.5,NA
147.5,39.5,NA
148.5,39.5,NA
149.5,39.5,NA
150.5,39.5,NA
151.5,39.5,NA
152.5,39.5,NA
153.5,39.5,NA
154.5,39.5,NA
155.5,39.5,NA
156.5,39.5,NA
157.5,39.5,NA
158.5,39.5,NA
159.5,39.5,NA
160.5,39.5,NA
161.5,39.5,NA
162.5,39.5,NA
163.5,39.5,NA
164.5,39.5,NA
165.5,39.5,NA
166.5,39.5,NA
167.5,39.5,NA
168.5,39.5,NA
169.5,39.5,NA
170.5,39.5,NA
171.5,39.5,NA
172.5,39.5,NA
173.5,39.5,NA
174.5,39.5,NA
175.5,39.5,NA
176.5,39.5,NA
177.5,39.5,NA
178.5,39.5,NA
179.5,39.5,NA
-179.5,38.5,NA
-178.5,38.5,NA
-177.5,38.5,NA
-176.5,38.5,NA
-175.5,38.5,1.11358176582144e-05
-174.5,38.5,NA
-173.5,38.5,NA
-172.5,38.5,NA
-171.5,38.5,NA
-170.5,38.5,NA
-169.5,38.5,NA
-168.5,38.5,NA
-167.5,38.5,4.6748800741625e-06
-166.5,38.5,NA
-165.5,38.5,NA
-164.5,38.5,9.70045039139222e-06
-163.5,38.5,1.94009007827844e-05
-162.5,38.5,9.70045039139222e-06
-161.5,38.5,9.70045039139222e-06
-160.5,38.5,1.7231426681974e-05
-159.5,38.5,5.37682080903323e-06
-158.5,38.5,1.45506755870883e-05
-157.5,38.5,9.70045039139222e-06
-156.5,38.5,1.94009007827844e-05
-155.5,38.5,1.48760263982695e-05
-154.5,38.5,1.38765308292932e-05
-153.5,38.5,1.48605195136042e-05
-152.5,38.5,9.70045039139222e-06
-151.5,38.5,9.70045039139222e-06
-150.5,38.5,NA
-149.5,38.5,6.21816752754967e-06
-148.5,38.5,1.70305684150662e-05
-147.5,38.5,1.85495064215502e-05
-146.5,38.5,1.01262212410802e-05
-145.5,38.5,2.76619703072356e-05
-144.5,38.5,1.98901816474972e-05
-143.5,38.5,2.27413365792017e-05
-142.5,38.5,1.13704945761128e-05
-141.5,38.5,1.93152009160258e-05
-140.5,38.5,2.26343836402521e-05
-139.5,38.5,1.38807972689392e-05
-138.5,38.5,2.58807795034954e-05
-137.5,38.5,1.91944618563866e-05
-136.5,38.5,2.77682556770742e-05
-135.5,38.5,2.88739865936805e-05
-134.5,38.5,2.00599570234772e-05
-133.5,38.5,3.1532377761323e-05
-132.5,38.5,2.2644795535598e-05
-131.5,38.5,3.31337869283743e-05
-130.5,38.5,4.13892994401976e-05
-129.5,38.5,3.47387867805082e-05
-128.5,38.5,3.35820950567722e-05
-127.5,38.5,3.7667003198294e-05
-126.5,38.5,6.01860774622764e-05
-125.5,38.5,6.04060951445717e-05
-124.5,38.5,0.000127241248264909
-123.5,38.5,0.00032020578510128
-122.5,38.5,5.48084381080116e-06
-121.5,38.5,NA
-120.5,38.5,NA
-119.5,38.5,NA
-118.5,38.5,NA
-117.5,38.5,NA
-116.5,38.5,NA
-115.5,38.5,NA
-114.5,38.5,NA
-113.5,38.5,NA
-112.5,38.5,NA
-111.5,38.5,NA
-110.5,38.5,NA
-109.5,38.5,NA
-108.5,38.5,NA
-107.5,38.5,NA
-106.5,38.5,NA
-105.5,38.5,NA
-104.5,38.5,NA
-103.5,38.5,NA
-102.5,38.5,NA
-101.5,38.5,NA
-100.5,38.5,NA
-99.5,38.5,NA
-98.5,38.5,NA
-97.5,38.5,NA
-96.5,38.5,NA
-95.5,38.5,NA
-94.5,38.5,NA
-93.5,38.5,NA
-92.5,38.5,NA
-91.5,38.5,NA
-90.5,38.5,NA
-89.5,38.5,NA
-88.5,38.5,NA
-87.5,38.5,NA
-86.5,38.5,NA
-85.5,38.5,NA
-84.5,38.5,NA
-83.5,38.5,NA
-82.5,38.5,NA
-81.5,38.5,NA
-80.5,38.5,NA
-79.5,38.5,NA
-78.5,38.5,NA
-77.5,38.5,NA
-76.5,38.5,NA
-75.5,38.5,1.17512745418935e-05
-74.5,38.5,0.00010191942419624
-73.5,38.5,0.000206930126296356
-72.5,38.5,4.34111061622389e-05
-71.5,38.5,3.04265031445539e-05
-70.5,38.5,3.67042739526369e-05
-69.5,38.5,3.7091740523465e-05
-68.5,38.5,4.43429125880357e-05
-67.5,38.5,4.0058366721496e-05
-66.5,38.5,2.10486159630818e-05
-65.5,38.5,2.55446029768791e-05
-64.5,38.5,1.51925760292215e-05
-63.5,38.5,8.81633968674578e-06
-62.5,38.5,1.90268219739664e-05
-61.5,38.5,1.26363320305245e-05
-60.5,38.5,2.43759768636664e-05
-59.5,38.5,2.64449590758886e-05
-58.5,38.5,1.67785365192685e-05
-57.5,38.5,1.87745354196522e-05
-56.5,38.5,1.63434451678768e-05
-55.5,38.5,2.66062525042798e-05
-54.5,38.5,3.13502823701128e-05
-53.5,38.5,3.60417398042046e-05
-52.5,38.5,1.98413199541392e-05
-51.5,38.5,3.18084130412899e-05
-50.5,38.5,5.02435686939862e-05
-49.5,38.5,3.59544465027284e-05
-48.5,38.5,3.56948476110119e-05
-47.5,38.5,3.65059458999895e-05
-46.5,38.5,2.46910476562334e-05
-45.5,38.5,2.40124536503572e-05
-44.5,38.5,2.23825918510556e-05
-43.5,38.5,1.18496654977207e-05
-42.5,38.5,7.23831226423499e-06
-41.5,38.5,1.23287854876253e-05
-40.5,38.5,1.3398257578956e-05
-39.5,38.5,3.72877161680663e-06
-38.5,38.5,5.7964316511061e-06
-37.5,38.5,1.97791359823896e-06
-36.5,38.5,5.7092192946584e-06
-35.5,38.5,5.66793005418731e-06
-34.5,38.5,4.75488013762515e-06
-33.5,38.5,2.67130576503405e-06
-32.5,38.5,1.17766830953769e-05
-31.5,38.5,2.22141898120753e-05
-30.5,38.5,5.07545846630819e-05
-29.5,38.5,0.000104737293440849
-28.5,38.5,6.32090304861777e-05
-27.5,38.5,2.22909275180427e-05
-26.5,38.5,2.54935202974593e-05
-25.5,38.5,5.27420961589087e-05
-24.5,38.5,3.80695091735106e-05
-23.5,38.5,2.91013511741767e-05
-22.5,38.5,1.94009007827844e-05
-21.5,38.5,1.94009007827844e-05
-20.5,38.5,1.94009007827844e-05
-19.5,38.5,7.3215246629843e-06
-18.5,38.5,6.76747322359006e-06
-17.5,38.5,1.77908805198967e-05
-16.5,38.5,3.5307455164002e-06
-15.5,38.5,1.1481923820611e-06
-14.5,38.5,3.47368563780037e-06
-13.5,38.5,9.67573760135565e-06
-12.5,38.5,7.39937104299315e-06
-11.5,38.5,5.01168415212305e-06
-10.5,38.5,4.53187249149778e-06
-9.5,38.5,1.65237270266516e-05
-8.5,38.5,1.23645679650508e-06
-7.5,38.5,NA
-6.5,38.5,NA
-5.5,38.5,NA
-4.5,38.5,NA
-3.5,38.5,NA
-2.5,38.5,NA
-1.5,38.5,NA
-0.5,38.5,NA
0.5,38.5,NA
1.5,38.5,NA
2.5,38.5,NA
3.5,38.5,NA
4.5,38.5,NA
5.5,38.5,NA
6.5,38.5,NA
7.5,38.5,NA
8.5,38.5,NA
9.5,38.5,NA
10.5,38.5,NA
11.5,38.5,NA
12.5,38.5,NA
13.5,38.5,NA
14.5,38.5,NA
15.5,38.5,NA
16.5,38.5,NA
17.5,38.5,NA
18.5,38.5,NA
19.5,38.5,NA
20.5,38.5,NA
21.5,38.5,NA
22.5,38.5,NA
23.5,38.5,NA
24.5,38.5,NA
25.5,38.5,NA
26.5,38.5,NA
27.5,38.5,NA
28.5,38.5,NA
29.5,38.5,NA
30.5,38.5,NA
31.5,38.5,NA
32.5,38.5,NA
33.5,38.5,NA
34.5,38.5,NA
35.5,38.5,NA
36.5,38.5,NA
37.5,38.5,NA
38.5,38.5,NA
39.5,38.5,NA
40.5,38.5,NA
41.5,38.5,NA
42.5,38.5,NA
43.5,38.5,NA
44.5,38.5,NA
45.5,38.5,NA
46.5,38.5,NA
47.5,38.5,NA
48.5,38.5,NA
49.5,38.5,NA
50.5,38.5,NA
51.5,38.5,NA
52.5,38.5,NA
53.5,38.5,NA
54.5,38.5,NA
55.5,38.5,NA
56.5,38.5,NA
57.5,38.5,NA
58.5,38.5,NA
59.5,38.5,NA
60.5,38.5,NA
61.5,38.5,NA
62.5,38.5,NA
63.5,38.5,NA
64.5,38.5,NA
65.5,38.5,NA
66.5,38.5,NA
67.5,38.5,NA
68.5,38.5,NA
69.5,38.5,NA
70.5,38.5,NA
71.5,38.5,NA
72.5,38.5,NA
73.5,38.5,NA
74.5,38.5,NA
75.5,38.5,NA
76.5,38.5,NA
77.5,38.5,NA
78.5,38.5,NA
79.5,38.5,NA
80.5,38.5,NA
81.5,38.5,NA
82.5,38.5,NA
83.5,38.5,NA
84.5,38.5,NA
85.5,38.5,NA
86.5,38.5,NA
87.5,38.5,NA
88.5,38.5,NA
89.5,38.5,NA
90.5,38.5,NA
91.5,38.5,NA
92.5,38.5,NA
93.5,38.5,NA
94.5,38.5,NA
95.5,38.5,NA
96.5,38.5,NA
97.5,38.5,NA
98.5,38.5,NA
99.5,38.5,NA
100.5,38.5,NA
101.5,38.5,NA
102.5,38.5,NA
103.5,38.5,NA
104.5,38.5,NA
105.5,38.5,NA
106.5,38.5,NA
107.5,38.5,NA
108.5,38.5,NA
109.5,38.5,NA
110.5,38.5,NA
111.5,38.5,NA
112.5,38.5,NA
113.5,38.5,NA
114.5,38.5,NA
115.5,38.5,NA
116.5,38.5,NA
117.5,38.5,NA
118.5,38.5,NA
119.5,38.5,NA
120.5,38.5,NA
121.5,38.5,NA
122.5,38.5,NA
123.5,38.5,NA
124.5,38.5,NA
125.5,38.5,NA
126.5,38.5,NA
127.5,38.5,NA
128.5,38.5,NA
129.5,38.5,NA
130.5,38.5,NA
131.5,38.5,NA
132.5,38.5,NA
133.5,38.5,NA
134.5,38.5,NA
135.5,38.5,NA
136.5,38.5,NA
137.5,38.5,NA
138.5,38.5,NA
139.5,38.5,NA
140.5,38.5,NA
141.5,38.5,NA
142.5,38.5,NA
143.5,38.5,NA
144.5,38.5,NA
145.5,38.5,NA
146.5,38.5,NA
147.5,38.5,NA
148.5,38.5,NA
149.5,38.5,NA
150.5,38.5,NA
151.5,38.5,NA
152.5,38.5,NA
153.5,38.5,NA
154.5,38.5,NA
155.5,38.5,NA
156.5,38.5,NA
157.5,38.5,NA
158.5,38.5,NA
159.5,38.5,NA
160.5,38.5,NA
161.5,38.5,NA
162.5,38.5,NA
163.5,38.5,NA
164.5,38.5,NA
165.5,38.5,NA
166.5,38.5,NA
167.5,38.5,NA
168.5,38.5,NA
169.5,38.5,NA
170.5,38.5,NA
171.5,38.5,NA
172.5,38.5,NA
173.5,38.5,NA
174.5,38.5,NA
175.5,38.5,NA
176.5,38.5,NA
177.5,38.5,NA
178.5,38.5,NA
179.5,38.5,NA
-179.5,37.5,NA
-178.5,37.5,NA
-177.5,37.5,NA
-176.5,37.5,1.12352481664857e-05
-175.5,37.5,NA
-174.5,37.5,NA
-173.5,37.5,NA
-172.5,37.5,NA
-171.5,37.5,NA
-170.5,37.5,NA
-169.5,37.5,NA
-168.5,37.5,NA
-167.5,37.5,6.64977869746508e-06
-166.5,37.5,2.72737293016689e-06
-165.5,37.5,9.70045039139222e-06
-164.5,37.5,2.91013511741767e-05
-163.5,37.5,NA
-162.5,37.5,9.70045039139222e-06
-161.5,37.5,2.91013511741767e-05
-160.5,37.5,1.23141826406936e-05
-159.5,37.5,NA
-158.5,37.5,9.70045039139222e-06
-157.5,37.5,1.94009007827844e-05
-156.5,37.5,2.91013493551873e-05
-155.5,37.5,1.25956612464506e-05
-154.5,37.5,9.70045039139222e-06
-153.5,37.5,1.66887712111929e-05
-152.5,37.5,1.25008782561054e-05
-151.5,37.5,9.70045039139222e-06
-150.5,37.5,9.70045039139222e-06
-149.5,37.5,9.70045039139222e-06
-148.5,37.5,2.05082160391612e-05
-147.5,37.5,1.11373792606173e-05
-146.5,37.5,6.97690893503022e-06
-145.5,37.5,2.58263644354884e-05
-144.5,37.5,1.24872804008191e-05
-143.5,37.5,9.7318834377802e-06
-142.5,37.5,1.05677181636565e-05
-141.5,37.5,1.21255634439876e-05
-140.5,37.5,1.43596134876134e-05
-139.5,37.5,1.41912551043788e-05
-138.5,37.5,1.98496818484273e-05
-137.5,37.5,2.8405482225935e-05
-136.5,37.5,2.72617471637204e-05
-135.5,37.5,2.12163158721523e-05
-134.5,37.5,4.68442412966397e-05
-133.5,37.5,4.57749920315109e-05
-132.5,37.5,3.99502896470949e-05
-131.5,37.5,2.45721112150932e-05
-130.5,37.5,2.27183300012257e-05
-129.5,37.5,2.89782656182069e-05
-128.5,37.5,3.40315527864732e-05
-127.5,37.5,4.82433570141438e-05
-126.5,37.5,5.9171437897021e-05
-125.5,37.5,8.6730819020886e-05
-124.5,37.5,0.000122442244901322
-123.5,37.5,0.000388191896490753
-122.5,37.5,0.000198049092432484
-121.5,37.5,NA
-120.5,37.5,NA
-119.5,37.5,NA
-118.5,37.5,NA
-117.5,37.5,NA
-116.5,37.5,NA
-115.5,37.5,NA
-114.5,37.5,NA
-113.5,37.5,NA
-112.5,37.5,NA
-111.5,37.5,NA
-110.5,37.5,NA
-109.5,37.5,NA
-108.5,37.5,NA
-107.5,37.5,NA
-106.5,37.5,NA
-105.5,37.5,NA
-104.5,37.5,NA
-103.5,37.5,NA
-102.5,37.5,NA
-101.5,37.5,NA
-100.5,37.5,NA
-99.5,37.5,NA
-98.5,37.5,NA
-97.5,37.5,NA
-96.5,37.5,NA
-95.5,37.5,NA
-94.5,37.5,NA
-93.5,37.5,NA
-92.5,37.5,NA
-91.5,37.5,NA
-90.5,37.5,NA
-89.5,37.5,NA
-88.5,37.5,NA
-87.5,37.5,NA
-86.5,37.5,NA
-85.5,37.5,NA
-84.5,37.5,NA
-83.5,37.5,NA
-82.5,37.5,NA
-81.5,37.5,NA
-80.5,37.5,NA
-79.5,37.5,NA
-78.5,37.5,NA
-77.5,37.5,NA
-76.5,37.5,NA
-75.5,37.5,3.36173980031163e-05
-74.5,37.5,0.000170050960150547
-73.5,37.5,6.82428653817624e-05
-72.5,37.5,5.18873821420129e-05
-71.5,37.5,2.67730010818923e-05
-70.5,37.5,1.79124508576933e-05
-69.5,37.5,1.19217047540587e-05
-68.5,37.5,2.96365196845727e-05
-67.5,37.5,1.64013054018142e-05
-66.5,37.5,1.40867732625338e-05
-65.5,37.5,1.8686989278649e-05
-64.5,37.5,1.63182448886801e-05
-63.5,37.5,2.71882327069761e-05
-62.5,37.5,1.78030259121442e-05
-61.5,37.5,1.80038241524016e-05
-60.5,37.5,2.88798801193479e-05
-59.5,37.5,2.24071081902366e-05
-58.5,37.5,1.61554689839249e-05
-57.5,37.5,1.32317745737964e-05
-56.5,37.5,1.27755611174507e-05
-55.5,37.5,3.58688121195883e-05
-54.5,37.5,2.65764538198709e-05
-53.5,37.5,3.41820159519557e-05
-52.5,37.5,3.23168787872419e-05
-51.5,37.5,2.09251011256129e-05
-50.5,37.5,2.50644516199827e-05
-49.5,37.5,4.0294438804267e-05
-48.5,37.5,4.65198245365173e-05
-47.5,37.5,3.76084644813091e-05
-46.5,37.5,3.0075061658863e-05
-45.5,37.5,1.76463217940181e-05
-44.5,37.5,1.50778832903598e-05
-43.5,37.5,1.53008295455948e-05
-42.5,37.5,2.1334028133424e-05
-41.5,37.5,5.82809070692747e-06
-40.5,37.5,3.86907913707546e-06
-39.5,37.5,5.37363393959822e-06
-38.5,37.5,7.57573116061394e-06
-37.5,37.5,2.33027640206274e-05
-36.5,37.5,4.39549921793514e-06
-35.5,37.5,9.85471069725463e-06
-34.5,37.5,6.50222045806004e-06
-33.5,37.5,9.82479014055571e-06
-32.5,37.5,2.32158872677246e-05
-31.5,37.5,2.23449478653492e-05
-30.5,37.5,3.29877548210789e-05
-29.5,37.5,9.93775101960637e-05
-28.5,37.5,3.54422518284991e-05
-27.5,37.5,2.21837926801527e-05
-26.5,37.5,3.25540022458881e-05
-25.5,37.5,3.82561192964204e-05
-24.5,37.5,6.75378350933897e-06
-23.5,37.5,5.84430881644948e-06
-22.5,37.5,NA
-21.5,37.5,NA
-20.5,37.5,NA
-19.5,37.5,NA
-18.5,37.5,1.22540104712243e-05
-17.5,37.5,7.49142418499105e-06
-16.5,37.5,8.80304014572175e-06
-15.5,37.5,NA
-14.5,37.5,7.61722367315087e-06
-13.5,37.5,2.38818188336154e-06
-12.5,37.5,2.27555892706732e-06
-11.5,37.5,NA
-10.5,37.5,4.80488324683392e-06
-9.5,37.5,1.08734247987741e-05
-8.5,37.5,1.88737794815097e-05
-7.5,37.5,1.11950464543042e-06
-6.5,37.5,NA
-5.5,37.5,NA
-4.5,37.5,NA
-3.5,37.5,NA
-2.5,37.5,NA
-1.5,37.5,NA
-0.5,37.5,NA
0.5,37.5,NA
1.5,37.5,NA
2.5,37.5,NA
3.5,37.5,NA
4.5,37.5,NA
5.5,37.5,NA
6.5,37.5,NA
7.5,37.5,NA
8.5,37.5,NA
9.5,37.5,NA
10.5,37.5,NA
11.5,37.5,NA
12.5,37.5,NA
13.5,37.5,NA
14.5,37.5,NA
15.5,37.5,NA
16.5,37.5,NA
17.5,37.5,NA
18.5,37.5,NA
19.5,37.5,NA
20.5,37.5,NA
21.5,37.5,NA
22.5,37.5,NA
23.5,37.5,NA
24.5,37.5,NA
25.5,37.5,NA
26.5,37.5,NA
27.5,37.5,NA
28.5,37.5,NA
29.5,37.5,NA
30.5,37.5,NA
31.5,37.5,NA
32.5,37.5,NA
33.5,37.5,NA
34.5,37.5,NA
35.5,37.5,NA
36.5,37.5,NA
37.5,37.5,NA
38.5,37.5,NA
39.5,37.5,NA
40.5,37.5,NA
41.5,37.5,NA
42.5,37.5,NA
43.5,37.5,NA
44.5,37.5,NA
45.5,37.5,NA
46.5,37.5,NA
47.5,37.5,NA
48.5,37.5,NA
49.5,37.5,NA
50.5,37.5,NA
51.5,37.5,NA
52.5,37.5,NA
53.5,37.5,NA
54.5,37.5,NA
55.5,37.5,NA
56.5,37.5,NA
57.5,37.5,NA
58.5,37.5,NA
59.5,37.5,NA
60.5,37.5,NA
61.5,37.5,NA
62.5,37.5,NA
63.5,37.5,NA
64.5,37.5,NA
65.5,37.5,NA
66.5,37.5,NA
67.5,37.5,NA
68.5,37.5,NA
69.5,37.5,NA
70.5,37.5,NA
71.5,37.5,NA
72.5,37.5,NA
73.5,37.5,NA
74.5,37.5,NA
75.5,37.5,NA
76.5,37.5,NA
77.5,37.5,NA
78.5,37.5,NA
79.5,37.5,NA
80.5,37.5,NA
81.5,37.5,NA
82.5,37.5,NA
83.5,37.5,NA
84.5,37.5,NA
85.5,37.5,NA
86.5,37.5,NA
87.5,37.5,NA
88.5,37.5,NA
89.5,37.5,NA
90.5,37.5,NA
91.5,37.5,NA
92.5,37.5,NA
93.5,37.5,NA
94.5,37.5,NA
95.5,37.5,NA
96.5,37.5,NA
97.5,37.5,NA
98.5,37.5,NA
99.5,37.5,NA
100.5,37.5,NA
101.5,37.5,NA
102.5,37.5,NA
103.5,37.5,NA
104.5,37.5,NA
105.5,37.5,NA
106.5,37.5,NA
107.5,37.5,NA
108.5,37.5,NA
109.5,37.5,NA
110.5,37.5,NA
111.5,37.5,NA
112.5,37.5,NA
113.5,37.5,NA
114.5,37.5,NA
115.5,37.5,NA
116.5,37.5,NA
117.5,37.5,NA
118.5,37.5,NA
119.5,37.5,NA
120.5,37.5,NA
121.5,37.5,NA
122.5,37.5,NA
123.5,37.5,NA
124.5,37.5,NA
125.5,37.5,NA
126.5,37.5,NA
127.5,37.5,NA
128.5,37.5,NA
129.5,37.5,NA
130.5,37.5,NA
131.5,37.5,NA
132.5,37.5,NA
133.5,37.5,NA
134.5,37.5,NA
135.5,37.5,NA
136.5,37.5,NA
137.5,37.5,NA
138.5,37.5,NA
139.5,37.5,NA
140.5,37.5,NA
141.5,37.5,NA
142.5,37.5,NA
143.5,37.5,NA
144.5,37.5,NA
145.5,37.5,NA
146.5,37.5,NA
147.5,37.5,NA
148.5,37.5,NA
149.5,37.5,NA
150.5,37.5,NA
151.5,37.5,NA
152.5,37.5,NA
153.5,37.5,NA
154.5,37.5,NA
155.5,37.5,NA
156.5,37.5,NA
157.5,37.5,NA
158.5,37.5,NA
159.5,37.5,NA
160.5,37.5,NA
161.5,37.5,NA
162.5,37.5,NA
163.5,37.5,NA
164.5,37.5,NA
165.5,37.5,NA
166.5,37.5,NA
167.5,37.5,NA
