ID,CommonName,ScientificName,LENGTH_cm,SEX,TAG_TYPE,TAG_DATE,TAG_LAT,TAG_LONG,DAYS@LIBERTY,FINAL_LAT,FINAL_LONG,CAPTURE (Y/N),REGION
S615,White shark,Carcharodon carcharias,351,F,SPOT,08/03/2012,-34.07,22.21,717,-34.06,22.22,,IND_SW
S616,White shark,Carcharodon carcharias,318,M,SPOT,12/04/2012,-34.68,19.4,1155,-29.14,31.91,,IND_SW
S617,White shark,Carcharodon carcharias,371,F,SPOT,08/03/2012,-34.07,22.21,206,-24.8,34.83,,IND_SW
S618,White shark,Carcharodon carcharias,297,F,SPOT,21/03/2012,-34.12,22.13,83,-34.56,19.27,,IND_SW
S619,White shark,Carcharodon carcharias,266,M,SPOT,21/03/2012,-34.12,22.13,738,-25.04,33.68,,IND_SW
S620,White shark,Carcharodon carcharias,259,F,SPOT,21/03/2012,-34.12,22.13,36,-34.14,24.79,,IND_SW
S621,White shark,Carcharodon carcharias,297,M,SPOT,12/04/2012,-34.64,19.43,414,-28.63,32.32,,IND_SW
S622,White shark,Carcharodon carcharias,251,F,SPOT,21/03/2012,-34.12,22.13,205,-34.08,22.27,,IND_SW
S623,White shark,Carcharodon carcharias,228,F,SPOT,10/03/2012,-34.07,22.21,158,-34.14,23.19,,IND_SW
S624,White shark,Carcharodon carcharias,265,F,SPOT,16/03/2012,-33.73,25.86,476,-34.61,21.7,,IND_SW
S625,White shark,Carcharodon carcharias,299,F,SPOT,07/03/2012,-34.07,22.21,843,-34.36,20.49,,IND_SW
S626,White shark,Carcharodon carcharias,295,M,SPOT,08/03/2012,-34.07,22.21,215,-34.4,24.51,,IND_SW
S627,White shark,Carcharodon carcharias,292,F,SPOT,21/03/2012,-34.12,22.13,255,-34.47,20.76,,IND_SW
S628,White shark,Carcharodon carcharias,420,M,SPOT,09/05/2012,-34.69,19.42,508,-29.01,32.02,,IND_SW
S629,White shark,Carcharodon carcharias,418,F,SPOT,09/05/2012,-34.69,19.42,509,-34.47,19.34,,IND_SW
S630,White shark,Carcharodon carcharias,417,F,SPOT,15/04/2012,-34.14,18.58,102,-34.49,19.33,,IND_SW
S631,White shark,Carcharodon carcharias,431,F,SPOT,16/04/2012,-34.14,18.58,52,-29.34,32.36,,IND_SW
S632,White shark,Carcharodon carcharias,505,F,SPOT,10/07/2012,-35.28,20.84,352,-34.32,23.1,,IND_SW
S633,White shark,Carcharodon carcharias,441,F,SPOT,22/05/2012,-34.53,20.46,300,-33.47,18.53,,IND_SW
S634,White shark,Carcharodon carcharias,441,F,SPOT,13/04/2012,-34.64,19.43,1106,-35.07,20.77,,IND_SW
S635,White shark,Carcharodon carcharias,330,M,SPOT,13/04/2012,-34.68,19.4,240,-29.15,32.04,,IND_SW
S636,White shark,Carcharodon carcharias,382,M,SPOT,23/05/2012,-34.53,20.46,678,-27.56,49.57,,IND_SW
S637,White shark,Carcharodon carcharias,295,M,SPOT,08/05/2012,-34.68,19.4,224,-34.23,22.84,,IND_SW
S638,White shark,Carcharodon carcharias,290,M,SPOT,08/05/2012,-34.68,19.4,293,-31.25,30.07,,IND_SW
S639,White shark,Carcharodon carcharias,457,F,SPOT,16/04/2012,-34.14,18.58,538,-34.43,18.79,,IND_SW
S640,White shark,Carcharodon carcharias,320,M,SPOT,08/05/2012,-34.68,19.4,110,-34.62,19.39,,IND_SW
S641,White shark,Carcharodon carcharias,390,F,SPOT,09/05/2012,-34.69,19.42,694,-27.62,56.3,,IND_SW
S642,White shark,Carcharodon carcharias,251,M,SPOT,13/04/2012,-34.64,19.43,397,-25.06,35,,IND_SW
S643,White shark,Carcharodon carcharias,,U,PSAT,15/11/2002,37.7,-123,91,27.11,-134.83,,PAC_NE
S644,White shark,Carcharodon carcharias,,U,PSAT,24/09/2003,37.7,-123.02,163,25,-133.28,,PAC_NE
S645,White shark,Carcharodon carcharias,,U,PSAT,24/11/2003,37.27,-123.04,195,33.28,-134.02,,PAC_NE
S646,White shark,Carcharodon carcharias,,U,PSAT,19/11/2004,35.03,-123.44,171,18.83,-127.45,,PAC_NE
S647,White shark,Carcharodon carcharias,,U,PSAT,06/11/2004,37.1,-123.64,302,37.38,-122.62,,PAC_NE
S648,White shark,Carcharodon carcharias,,U,PSAT,05/12/2004,34.82,-122.77,149,24.85,-136.87,,PAC_NE
S649,White shark,Carcharodon carcharias,,U,PSAT,06/12/2004,37.21,-123.05,64,36.26,-122.75,,PAC_NE
S650,White shark,Carcharodon carcharias,,U,PSAT,20/10/2005,37.09,-122.34,192,22.03,-139.36,,PAC_NE
S651,White shark,Carcharodon carcharias,,U,PSAT,02/11/2005,37.1,-122.35,300,27.66,-134.75,,PAC_NE
S652,White shark,Carcharodon carcharias,,U,PSAT,05/11/2005,37.05,-122.38,270,27.65,-143.42,,PAC_NE
S653,White shark,Carcharodon carcharias,,U,PSAT,09/11/2005,37.07,-122.4,271,29.26,-129.2,,PAC_NE
S654,White shark,Carcharodon carcharias,,U,PSAT,08/11/2005,37.83,-122.45,202,25.28,-134.68,,PAC_NE
S655,White shark,Carcharodon carcharias,,U,PSAT,10/11/2005,37.69,-123.01,267,22.18,-131.96,,PAC_NE
S656,White shark,Carcharodon carcharias,,U,PSAT,21/11/2005,36.96,-122.43,47,35.98,-122.58,,PAC_NE
S657,White shark,Carcharodon carcharias,,U,PSAT,16/11/2005,36.89,-122.3,334,21.83,-139.7,,PAC_NE
S658,White shark,Carcharodon carcharias,,U,PSAT,18/11/2005,37.08,-122.49,241,22.04,-126,,PAC_NE
S659,White shark,Carcharodon carcharias,,U,PSAT,18/11/2005,37.08,-122.38,245,23.01,-127.79,,PAC_NE
S660,White shark,Carcharodon carcharias,,U,PSAT,18/11/2005,37.08,-122.35,302,25.3,-139.2,,PAC_NE
S661,White shark,Carcharodon carcharias,,U,PSAT,18/11/2005,37.01,-122.34,303,22.37,-138.81,,PAC_NE
S662,White shark,Carcharodon carcharias,,U,PSAT,17/11/2005,37.69,-123,271,20.12,-134.78,,PAC_NE
S663,White shark,Carcharodon carcharias,,U,PSAT,21/11/2005,37.28,-122.74,299,37.65,-122.87,,PAC_NE
S664,White shark,Carcharodon carcharias,,U,PSAT,20/11/2005,37.7,-123.02,180,23.09,-130.43,,PAC_NE
S665,White shark,Carcharodon carcharias,,U,PSAT,24/11/2005,36.01,-122.69,265,29.36,-125.13,,PAC_NE
S666,White shark,Carcharodon carcharias,,U,PSAT,21/11/2005,37.69,-123.01,227,18.93,-124.67,,PAC_NE
S667,White shark,Carcharodon carcharias,,U,PSAT,17/12/2005,35.71,-123.3,212,28.28,-134.86,,PAC_NE
S668,White shark,Carcharodon carcharias,,U,PSAT,15/12/2005,37.11,-122.35,300,36.17,-122.69,,PAC_NE
S669,White shark,Carcharodon carcharias,,U,PSAT,23/01/2006,36.91,-122.84,290,27.57,-175.99,,PAC_NE
S670,White shark,Carcharodon carcharias,,U,PSAT,11/10/2006,37.43,-123.08,198,25.66,-129.62,,PAC_NE
S671,White shark,Carcharodon carcharias,,U,PSAT,06/10/2006,37.62,-122.72,249,21.88,-134.39,,PAC_NE
S672,White shark,Carcharodon carcharias,,U,PSAT,09/10/2006,37.7,-123.02,360,32.48,-118.37,,PAC_NE
S673,White shark,Carcharodon carcharias,,U,PSAT,09/10/2006,37.7,-123.02,144,18.44,-158.01,,PAC_NE
S674,White shark,Carcharodon carcharias,,U,PSAT,25/10/2006,37.61,-122.75,285,32.98,-121.9,,PAC_NE
S675,White shark,Carcharodon carcharias,,U,PSAT,11/10/2006,37.56,-123.21,88,23.44,-159.17,,PAC_NE
S676,White shark,Carcharodon carcharias,,U,PSAT,13/10/2006,36.36,-123.43,297,34.43,-122.4,,PAC_NE
S677,White shark,Carcharodon carcharias,,U,PSAT,11/10/2006,37.6,-123.01,68,30.41,-143.88,,PAC_NE
S678,White shark,Carcharodon carcharias,,U,PSAT,01/11/2006,37.7,-123.01,270,18.61,-157.58,,PAC_NE
S679,White shark,Carcharodon carcharias,,U,PSAT,01/11/2006,37.1,-122.36,81,29.29,-131.36,,PAC_NE
S680,White shark,Carcharodon carcharias,,U,PSAT,02/11/2006,36.98,-122.53,9,36.27,-122.07,,PAC_NE
S681,White shark,Carcharodon carcharias,,U,PSAT,01/11/2006,37.06,-122.35,266,23.67,-133.02,,PAC_NE
S682,White shark,Carcharodon carcharias,,U,PSAT,06/11/2006,37.66,-122.82,12,37.9,-123.25,,PAC_NE
S683,White shark,Carcharodon carcharias,,U,PSAT,12/11/2006,36.43,-122.49,58,36.93,-125.59,,PAC_NE
S684,White shark,Carcharodon carcharias,,U,PSAT,11/11/2006,36.38,-122.36,135,27.94,-142.63,,PAC_NE
S685,White shark,Carcharodon carcharias,,U,PSAT,30/11/2006,38.29,-123.06,164,20.31,-136.28,,PAC_NE
S686,White shark,Carcharodon carcharias,,U,PSAT,03/12/2006,38.25,-123.02,225,23.82,-156.62,,PAC_NE
S687,White shark,Carcharodon carcharias,,U,PSAT,15/10/2007,37.31,-123.2,66,23.1,-136.31,,PAC_NE
S688,White shark,Carcharodon carcharias,,U,PSAT,14/10/2007,37.62,-123.22,254,24.17,-135.49,,PAC_NE
S689,White shark,Carcharodon carcharias,,U,PSAT,16/10/2007,37.4,-123.4,56,36.87,-125.98,,PAC_NE
S690,White shark,Carcharodon carcharias,,U,PSAT,20/10/2007,37.68,-122.98,121,25.69,-170.09,,PAC_NE
S691,White shark,Carcharodon carcharias,,U,PSAT,25/11/2007,37.05,-122.31,129,25.72,-130.23,,PAC_NE
S692,White shark,Carcharodon carcharias,,U,PSAT,29/10/2007,37.66,-123.13,34,36.57,-122.9,,PAC_NE
S693,White shark,Carcharodon carcharias,,U,PSAT,30/10/2007,37.69,-123,318,27.98,-142.84,,PAC_NE
S694,White shark,Carcharodon carcharias,,U,PSAT,21/07/2007,33.59,-118.94,131,27.74,-114.55,,PAC_NE
S695,White shark,Carcharodon carcharias,,U,PSAT,16/02/2008,32.19,-119.48,135,28.69,-112.38,,PAC_NE
S696,White shark,Carcharodon carcharias,,U,PSAT,19/06/2008,33.61,-118.5,292,27.96,-113.98,,PAC_NE
S697,White shark,Carcharodon carcharias,,U,PSAT,23/06/2008,34.05,-119.42,115,34.11,-119.26,,PAC_NE
S698,White shark,Carcharodon carcharias,,U,PSAT,29/06/2008,33.97,-118.63,143,33.99,-118.49,,PAC_NE
S699,White shark,Carcharodon carcharias,,U,PSAT,04/08/2008,33.08,-122.31,7,33.36,-123.12,,PAC_NE
S700,White shark,Carcharodon carcharias,,U,PSAT,04/08/2008,34.24,-119.38,135,33.96,-118.57,,PAC_NE
S701,White shark,Carcharodon carcharias,,U,PSAT,25/08/2008,34.25,-119.53,151,31.73,-116.61,,PAC_NE
S702,Oceanic whitetip shark,Carcharhinus longimanus,245,F,SPOT,02/07/2011,18.61,-82.98,137,20.92,-73.39,,ATL_N
S703,Oceanic whitetip shark,Carcharhinus longimanus,167,M,SPOT,22/05/2011,19.35,-81,178,21.03,-72.94,,ATL_N
S704,Oceanic whitetip shark,Carcharhinus longimanus,200,F,SPOT,16/05/2012,24.03,-75.53,313,21.94,-73.46,,ATL_N
S705,Oceanic whitetip shark,Carcharhinus longimanus,197,F,SPOT,27/04/2014,19.27,-81.02,97,18.07,-80.6,,ATL_N
S706,Oceanic whitetip shark,Carcharhinus longimanus,195,M,SPOT,26/04/2014,19.16,-81.11,333,16.55,-85.19,,ATL_N
S707,Oceanic whitetip shark,Carcharhinus longimanus,176,M,SPOT,27/04/2014,19.22,-81.46,175,18.89,-82.91,,ATL_N
S708,Oceanic whitetip shark,Carcharhinus longimanus,184,F,SPOT,18/05/2013,24.1,-75.38,927,24.01,-75.61,,ATL_N
S709,Oceanic whitetip shark,Carcharhinus longimanus,162,F,SPOT,15/05/2013,24.06,-75.34,447,31.52,-77.49,,ATL_N
S710,Oceanic whitetip shark,Carcharhinus longimanus,201,M,SPOT,17/05/2013,24.01,-75.45,465,36.11,-72.48,,ATL_N
S711,Oceanic whitetip shark,Carcharhinus longimanus,220,F,SPOT,16/05/2013,24.07,-75.44,355,24.13,-75.33,,ATL_N
S712,Oceanic whitetip shark,Carcharhinus longimanus,180,F,SPOT,18/05/2013,24.09,-75.38,324,25.31,-77.05,,ATL_N
S713,Oceanic whitetip shark,Carcharhinus longimanus,183,M,SPOT,15/05/2013,24.07,-75.54,328,25.44,-75.98,,ATL_N
S714,Oceanic whitetip shark,Carcharhinus longimanus,179,M,SPOT,26/04/2014,19.19,-81.27,644,18.3,-80.76,,ATL_N
S715,Oceanic whitetip shark,Carcharhinus longimanus,152,M,SPOT,26/04/2014,19.28,-81.07,199,17.55,-82.35,,ATL_N
S716,Oceanic whitetip shark,Carcharhinus longimanus,171,M,SPOT,21/05/2016,19.25,-81.12,64,28.28,-78.19,,ATL_N
S717,Oceanic whitetip shark,Carcharhinus longimanus,183,F,SPOT,30/05/2016,19.73,-81.32,43,18.39,-79.86,,ATL_N
S718,Oceanic whitetip shark,Carcharhinus longimanus,176,M,SPOT,06/06/2015,19.37,-80.79,177,19.07,-82.14,,ATL_N
S719,Oceanic whitetip shark,Carcharhinus longimanus,185,M,SPOT,03/05/2015,19.08,-81.24,113,19.07,-82.93,,ATL_N
S720,Oceanic whitetip shark,Carcharhinus longimanus,188,M,SPOT,24/07/2016,19.34,-84.11,25,17.84,-85.53,,ATL_N
S721,Oceanic whitetip shark,Carcharhinus longimanus,162,F,SPOT,26/04/2014,19.28,-81.07,191,14.91,-76.98,,ATL_N
S722,Oceanic whitetip shark,Carcharhinus longimanus,212,F,PSAT,01/05/2011,24.12,-75.28,92,32.39,-73.01,,ATL_N
S723,Oceanic whitetip shark,Carcharhinus longimanus,218,F,PSAT,01/05/2011,24.12,-75.28,184,22.91,-74.66,,ATL_N
S724,Oceanic whitetip shark,Carcharhinus longimanus,189,F,PSAT,04/05/2011,24.12,-75.26,153,23.47,-74.96,,ATL_N
S725,Oceanic whitetip shark,Carcharhinus longimanus,214,F,PSAT,04/05/2011,24.12,-75.26,245,23.79,-74.93,,ATL_N
S726,Oceanic whitetip shark,Carcharhinus longimanus,213,F,PSAT,05/05/2011,24.12,-75.26,245,21.53,-73.69,,ATL_N
S727,Oceanic whitetip shark,Carcharhinus longimanus,165,F,PSAT,07/05/2011,24.14,-75.25,92,22.69,-73.48,,ATL_N
S728,Oceanic whitetip shark,Carcharhinus longimanus,161,F,PSAT,08/05/2011,24.11,-75.23,245,21.45,-73.96,,ATL_N
S729,Oceanic whitetip shark,Carcharhinus longimanus,233,F,PSAT,01/05/2011,24.11,-75.31,153,24.36,-75.36,,ATL_N
S730,Oceanic whitetip shark,Carcharhinus longimanus,241.2,F,PSAT,19/05/2015,24.14,-75.31,184,29.95,-76.75,,ATL_N
S731,Oceanic whitetip shark,Carcharhinus longimanus,200,F,PSAT,07/05/2012,24.12,-75.28,30,24.5,-75.48,,ATL_N
S732,Oceanic whitetip shark,Carcharhinus longimanus,227,F,PSAT,07/05/2012,24.12,-75.28,147,24.46,-75.53,,ATL_N
S733,Oceanic whitetip shark,Carcharhinus longimanus,212,F,PSAT,07/05/2012,24.12,-75.28,245,24.68,-75.47,,ATL_N
S734,Oceanic whitetip shark,Carcharhinus longimanus,179,F,PSAT,07/05/2012,24.12,-75.28,154,22.72,-73.49,,ATL_N
S735,Oceanic whitetip shark,Carcharhinus longimanus,228,F,PSAT,11/05/2012,24.12,-75.28,281,22.84,-74.9,,ATL_N
S736,Oceanic whitetip shark,Carcharhinus longimanus,176,F,PSAT,12/05/2012,24.12,-75.28,229,23.45,-74.53,,ATL_N
S737,Oceanic whitetip shark,Carcharhinus longimanus,212,F,PSAT,12/05/2012,24.12,-75.28,335,24.77,-75.5,,ATL_N
S738,Oceanic whitetip shark,Carcharhinus longimanus,174,M,PSAT,15/05/2012,24.12,-75.28,79,22.88,-73.05,,ATL_N
S739,Oceanic whitetip shark,Carcharhinus longimanus,191,M,PSAT,10/05/2012,24.12,-75.28,330,23.11,-73.44,,ATL_N
S740,Oceanic whitetip shark,Carcharhinus longimanus,195,M,PSAT,12/05/2012,24.12,-75.28,325,24.01,-75.51,,ATL_N
S741,Oceanic whitetip shark,Carcharhinus longimanus,162,F,PSAT,11/05/2012,24.12,-75.28,204,21.31,-74.05,,ATL_N
S742,Oceanic whitetip shark,Carcharhinus longimanus,203,M,PSAT,11/05/2012,24.12,-75.28,335,23.91,-74.98,,ATL_N
S743,Oceanic whitetip shark,Carcharhinus longimanus,216,F,PSAT,09/05/2012,24.12,-75.28,113,24.19,-75.36,,ATL_N
S744,Oceanic whitetip shark,Carcharhinus longimanus,203,F,PSAT,12/05/2012,24.12,-75.28,62,25.3,-75.24,,ATL_N
S745,Oceanic whitetip shark,Carcharhinus longimanus,204,F,PSAT,10/05/2012,24.12,-75.28,175,32.61,-76.12,,ATL_N
S746,Oceanic whitetip shark,Carcharhinus longimanus,184,F,PSAT,10/05/2012,24.12,-75.28,36,23,-74.41,,ATL_N
S747,Oceanic whitetip shark,Carcharhinus longimanus,203,F,PSAT,11/05/2012,24.12,-75.28,184,24.14,-75.56,,ATL_N
S748,Oceanic whitetip shark,Carcharhinus longimanus,169,F,PSAT,09/05/2012,24.12,-75.28,184,31.72,-77.38,,ATL_N
S749,Oceanic whitetip shark,Carcharhinus longimanus,194,F,PSAT,09/05/2012,24.12,-75.28,184,23.92,-75.01,,ATL_N
S750,Oceanic whitetip shark,Carcharhinus longimanus,193,F,PSAT,15/05/2012,24.12,-75.28,154,23.5,-74.91,,ATL_N
S751,Oceanic whitetip shark,Carcharhinus longimanus,168,F,PSAT,10/05/2012,24.12,-75.28,64,24.68,-76.08,,ATL_N
S752,Oceanic whitetip shark,Carcharhinus longimanus,214,F,PSAT,15/05/2012,24.12,-75.28,121,16.24,-65.77,,ATL_N
S753,Oceanic whitetip shark,Carcharhinus longimanus,210,F,PSAT,09/05/2012,24.12,-75.28,245,21.8,-74.21,,ATL_N
S754,Oceanic whitetip shark,Carcharhinus longimanus,,F,PSAT,09/05/2012,24.12,-75.28,245,24.37,-75.86,,ATL_N
S755,Oceanic whitetip shark,Carcharhinus longimanus,205,M,PSAT,09/05/2012,24.12,-75.28,206,24.38,-75.92,,ATL_N
S756,Oceanic whitetip shark,Carcharhinus longimanus,215.9,F,PSAT,08/05/2013,24.11,-75.27,105,24.4,-75.52,,ATL_N
S757,Oceanic whitetip shark,Carcharhinus longimanus,198.1,M,PSAT,08/05/2013,24.12,-75.28,84,23.1,-75.01,,ATL_N
S758,Oceanic whitetip shark,Carcharhinus longimanus,205.7,F,PSAT,08/05/2013,24.11,-75.27,154,23.9,-74.65,,ATL_N
S759,Oceanic whitetip shark,Carcharhinus longimanus,213.3,F,PSAT,09/05/2013,24.11,-75.25,5,24.14,-75.29,,ATL_N
S760,Oceanic whitetip shark,Carcharhinus longimanus,180.3,M,PSAT,14/05/2013,24.09,-75.24,262,24.56,-76.63,,ATL_N
S761,Oceanic whitetip shark,Carcharhinus longimanus,172.7,M,PSAT,13/05/2013,24.1,-75.21,365,26.06,-76.83,,ATL_N
S762,Oceanic whitetip shark,Carcharhinus longimanus,201.9,F,PSAT,08/05/2013,24.11,-75.28,11,23.88,-75.22,,ATL_N
S763,Oceanic whitetip shark,Carcharhinus longimanus,218.4,F,PSAT,08/05/2013,24.13,-75.29,276,24.52,-75.22,,ATL_N
S764,Oceanic whitetip shark,Carcharhinus longimanus,210.8,F,PSAT,17/05/2013,24.11,-75.22,9,24.15,-75.3,,ATL_N
S765,Oceanic whitetip shark,Carcharhinus longimanus,208.2,F,PSAT,08/05/2013,24.12,-75.28,303,24.1,-75.04,,ATL_N
S766,Oceanic whitetip shark,Carcharhinus longimanus,185.4,F,PSAT,12/05/2013,24.13,-75.31,284,24.09,-75.8,,ATL_N
S767,Oceanic whitetip shark,Carcharhinus longimanus,182.8,F,PSAT,09/05/2013,24.12,-75.25,175,25.29,-76.32,,ATL_N
S768,Oceanic whitetip shark,Carcharhinus longimanus,219.7,F,PSAT,09/05/2013,24.11,-75.25,29,25.05,-75.88,,ATL_N
S769,Oceanic whitetip shark,Carcharhinus longimanus,203.2,F,PSAT,12/05/2013,24.13,-75.31,204,24.61,-75.86,,ATL_N
S770,Oceanic whitetip shark,Carcharhinus longimanus,184.1,F,PSAT,09/05/2013,24.11,-75.25,49,25.01,-74.01,,ATL_N
S771,Oceanic whitetip shark,Carcharhinus longimanus,187.9,F,PSAT,09/05/2013,24.1,-75.24,37,24.57,-74.66,,ATL_N
S772,Oceanic whitetip shark,Carcharhinus longimanus,184.1,F,PSAT,09/05/2013,24.12,-75.25,245,24.84,-75.36,,ATL_N
S773,Oceanic whitetip shark,Carcharhinus longimanus,175.2,F,PSAT,09/05/2013,24.12,-75.25,135,32.41,-73.51,,ATL_N
S774,Oceanic whitetip shark,Carcharhinus longimanus,203.2,F,PSAT,08/05/2013,24.12,-75.28,23,24.83,-75.69,,ATL_N
S775,Oceanic whitetip shark,Carcharhinus longimanus,241.3,F,PSAT,13/05/2013,24.12,-75.28,253,32.2,-76.58,,ATL_N
S776,Oceanic whitetip shark,Carcharhinus longimanus,225,F,PSAT,27/04/2014,24.12,-75.24,5,24.7,-75.48,,ATL_N
S777,Oceanic whitetip shark,Carcharhinus longimanus,202,F,PSAT,05/05/2014,24.12,-75.38,304,23.74,-75.56,,ATL_N
S778,Oceanic whitetip shark,Carcharhinus longimanus,211,F,PSAT,26/04/2014,24.14,-75.21,127,27.36,-75.07,,ATL_N
S779,Oceanic whitetip shark,Carcharhinus longimanus,210,F,PSAT,04/05/2014,24.15,-75.18,22,24.13,-75.86,,ATL_N
S780,Oceanic whitetip shark,Carcharhinus longimanus,206,M,PSAT,29/04/2014,24.14,-75.34,190,23.93,-75.66,,ATL_N
S781,Oceanic whitetip shark,Carcharhinus longimanus,219,F,PSAT,05/05/2014,24.13,-75.3,3,24.69,-75.69,,ATL_N
S782,Oceanic whitetip shark,Carcharhinus longimanus,210,F,PSAT,26/04/2014,24.13,-75.24,163,22.29,-72.95,,ATL_N
S783,Oceanic whitetip shark,Carcharhinus longimanus,208,F,PSAT,27/04/2014,24.14,-75.21,44,24.15,-75.34,,ATL_N
S784,Oceanic whitetip shark,Carcharhinus longimanus,175,F,PSAT,28/04/2014,24.04,-75.48,19,20.66,-74.96,,ATL_N
S785,Oceanic whitetip shark,Carcharhinus longimanus,202,M,PSAT,26/04/2014,24.12,-75.24,57,29.18,-76.51,,ATL_N
S786,Oceanic whitetip shark,Carcharhinus longimanus,195,M,PSAT,26/04/2014,24.12,-75.23,306,23.99,-75.2,,ATL_N
S787,Oceanic whitetip shark,Carcharhinus longimanus,196,F,PSAT,05/05/2014,24.13,-75.3,88,26.75,-70.76,,ATL_N
S788,Oceanic whitetip shark,Carcharhinus longimanus,186,F,PSAT,04/05/2014,24.12,-75.21,89,25.89,-76.81,,ATL_N
S789,Oceanic whitetip shark,Carcharhinus longimanus,223,F,PSAT,26/04/2014,24.13,-75.23,23,24.08,-74.08,,ATL_N
S790,Oceanic whitetip shark,Carcharhinus longimanus,182,M,PSAT,04/05/2014,24.15,-75.18,170,23.89,-75.14,,ATL_N
S791,Oceanic whitetip shark,Carcharhinus longimanus,235,M,PSAT,03/05/2014,24.17,-75.26,304,23.76,-75.86,,ATL_N
S792,Oceanic whitetip shark,Carcharhinus longimanus,210,F,PSAT,05/05/2014,24.12,-75.36,16,24.36,-75.65,,ATL_N
S793,Oceanic whitetip shark,Carcharhinus longimanus,193,F,PSAT,21/05/2015,24.13,-75.29,7,24.3,-75.39,,ATL_N
S794,Oceanic whitetip shark,Carcharhinus longimanus,184,F,PSAT,29/04/2016,24.1,-75.23,67,17.86,-80.21,,ATL_N
S795,Oceanic whitetip shark,Carcharhinus longimanus,225,F,PSAT,30/04/2016,24.12,-75.32,47,16.56,-74.63,,ATL_N
S796,Oceanic whitetip shark,Carcharhinus longimanus,208,F,PSAT,01/05/2016,24.14,-75.32,4,24.74,-75.43,,ATL_N
S797,Oceanic whitetip shark,Carcharhinus longimanus,,U,PSAT,02/05/2011,31.44,-75.56,92,32.51,-75.65,,ATL_N
S801,Oceanic whitetip shark,Carcharhinus longimanus,152,M,PSAT,05/02/2010,0.16,-29.78,90,-1.16,-38.36,,ATL_N
S802,Oceanic whitetip shark,Carcharhinus longimanus,135,F,PSAT,25/02/2010,0.48,-30.36,33,-1.84,-34.65,,ATL_N
S803,Oceanic whitetip shark,Carcharhinus longimanus,100,F,PSAT,31/03/2012,-1.5,-44.52,51,6.64,-32.47,,ATL_N
S805,Oceanic whitetip shark,Carcharhinus longimanus,,U,PSAT,01/10/2004,9.49,-106.87,27,8.1,-101.79,,PAC_NE
S806,Oceanic whitetip shark,Carcharhinus longimanus,,U,PSAT,09/10/2004,10.94,-111.24,14,10.6,-112.41,,PAC_NE
S807,Salmon shark,Lamna ditropis,,U,SPOT,15/08/2012,60.63,-146.75,630,60.56,-147.25,,PAC_NE
S808,Salmon shark,Lamna ditropis,,U,SPOT,20/07/2012,60.76,-146.06,67,43.84,-128.06,,PAC_NE
S809,Salmon shark,Lamna ditropis,,U,SPOT,29/07/2012,60.75,-146.07,416,41.41,-126.95,,PAC_NE
S810,Salmon shark,Lamna ditropis,,U,SPOT,07/08/2015,60.77,-146.06,474,57.71,-136.77,,PAC_NE
S811,Salmon shark,Lamna ditropis,,U,SPOT,10/08/2015,59.2,-145.3,42,51.87,-131.27,,PAC_NE
S812,Salmon shark,Lamna ditropis,,U,SPOT,10/08/2015,59.95,-145.76,700,60.64,-145.72,,PAC_NE
S813,Salmon shark,Lamna ditropis,,U,SPOT,05/08/2015,60.57,-145.74,640,38.33,-123.71,,PAC_NE
S814,Salmon shark,Lamna ditropis,,U,SPOT,05/08/2015,60.61,-146.08,726,41.21,-124.12,,PAC_NE
S815,Salmon shark,Lamna ditropis,,U,SPOT,11/08/2015,59.27,-146.05,703,38.98,-124.2,,PAC_NE
S816,Salmon shark,Lamna ditropis,,U,SPOT,05/08/2015,60.59,-145.75,535,59.95,-147.86,,PAC_NE
S817,Salmon shark,Lamna ditropis,,U,SPOT,05/08/2015,60.64,-145.71,692,60.59,-145.95,,PAC_NE
S818,Salmon shark,Lamna ditropis,,U,SPOT,09/09/2015,60.1,-146.71,660,60.45,-146.97,,PAC_NE
S819,Salmon shark,Lamna ditropis,,U,SPOT,08/08/2015,60.05,-147.27,190,42.19,-127.05,,PAC_NE
S820,Salmon shark,Lamna ditropis,,U,PSAT,18/07/2002,60.61,-146.24,181,26.63,-129.22,,PAC_NE
S821,Salmon shark,Lamna ditropis,,U,PSAT,16/07/2002,60.64,-146.3,725,37.78,-125.97,,PAC_NE
S822,Salmon shark,Lamna ditropis,,U,PSAT,15/08/2003,60.65,-146.71,275,45.4,-128.12,,PAC_NE
S823,Salmon shark,Lamna ditropis,,U,PSAT,15/08/2003,60.57,-146.75,31,43.32,-142.01,,PAC_NE
S824,Salmon shark,Lamna ditropis,,U,PSAT,17/08/2003,60.71,-145.99,36,47.33,-130.34,,PAC_NE
S825,Salmon shark,Lamna ditropis,,U,PSAT,03/09/2003,60.64,-146.05,1311,34.3,-154.69,,PAC_NE
S826,Salmon shark,Lamna ditropis,,U,PSAT,01/12/2004,56.5,-143.36,534,39.25,-123.84,,PAC_NE
S827,Salmon shark,Lamna ditropis,,U,PSAT,12/07/2004,60.58,-146.28,670,30.62,-128.04,,PAC_NE
S828,Salmon shark,Lamna ditropis,,U,PSAT,12/07/2004,60.71,-146.13,714,43.81,-124.86,,PAC_NE
S829,Salmon shark,Lamna ditropis,,U,PSAT,15/08/2004,59.61,-146.7,267,60.65,-146.25,,PAC_NE
