"x","y","FishDays"
-142.5,33.5,0.481663793325424
-141.5,33.5,0.973475158214569
-140.5,33.5,0.0491435192525387
-139.5,33.5,NA
-138.5,33.5,1.89872109889984
-137.5,33.5,0.592361092567444
-136.5,33.5,NA
-135.5,33.5,0.354658573865891
-134.5,33.5,NA
-133.5,33.5,NA
-132.5,33.5,NA
-131.5,33.5,NA
-130.5,33.5,NA
-129.5,33.5,NA
-128.5,33.5,NA
-127.5,33.5,NA
-126.5,33.5,NA
-125.5,33.5,NA
-124.5,33.5,NA
-123.5,33.5,NA
-122.5,33.5,NA
-121.5,33.5,NA
-120.5,33.5,NA
-119.5,33.5,1.05837965011597
-118.5,33.5,7.41563034057617
-117.5,33.5,2.38697624206543
-116.5,33.5,NA
-115.5,33.5,NA
-114.5,33.5,NA
-113.5,33.5,NA
-112.5,33.5,NA
-111.5,33.5,NA
-110.5,33.5,NA
-109.5,33.5,NA
-108.5,33.5,NA
-107.5,33.5,NA
-106.5,33.5,NA
-105.5,33.5,NA
-104.5,33.5,NA
-103.5,33.5,NA
-102.5,33.5,NA
-101.5,33.5,NA
-100.5,33.5,NA
-99.5,33.5,NA
-98.5,33.5,NA
-97.5,33.5,NA
-96.5,33.5,NA
-95.5,33.5,NA
-94.5,33.5,NA
-93.5,33.5,NA
-92.5,33.5,NA
-91.5,33.5,NA
-90.5,33.5,NA
-89.5,33.5,NA
-88.5,33.5,NA
-87.5,33.5,NA
-86.5,33.5,NA
-85.5,33.5,NA
-84.5,33.5,NA
-83.5,33.5,NA
-82.5,33.5,NA
-81.5,33.5,NA
-80.5,33.5,NA
-79.5,33.5,NA
-78.5,33.5,1.68844902515411
-77.5,33.5,0.625092566013336
-76.5,33.5,3.30485224723816
-75.5,33.5,1.26902770996094
-74.5,33.5,0.661759316921234
-73.5,33.5,0.896145820617676
-72.5,33.5,0.48516783118248
-71.5,33.5,NA
-70.5,33.5,NA
-69.5,33.5,NA
-68.5,33.5,NA
-67.5,33.5,NA
-66.5,33.5,NA
-65.5,33.5,NA
-64.5,33.5,NA
-63.5,33.5,NA
-62.5,33.5,NA
-61.5,33.5,NA
-60.5,33.5,1.56308460235596
-59.5,33.5,1.55512154102325
-58.5,33.5,1.10396122932434
-57.5,33.5,1.54241514205933
-56.5,33.5,0.560302376747131
-55.5,33.5,4.03425931930542
-54.5,33.5,2.78228187561035
-53.5,33.5,3.27482628822327
-52.5,33.5,4.31740427017212
-51.5,33.5,8.92807197570801
-50.5,33.5,11.4075422286987
-49.5,33.5,15.0697555541992
-48.5,33.5,14.3342247009277
-47.5,33.5,19.7348327636719
-46.5,33.5,19.3052654266357
-45.5,33.5,18.6074237823486
-44.5,33.5,15.5686521530151
-43.5,33.5,15.6220359802246
-42.5,33.5,15.1827974319458
-41.5,33.5,22.8479480743408
-40.5,33.5,25.9463024139404
-39.5,33.5,18.9107112884521
-38.5,33.5,20.5019721984863
-37.5,33.5,22.7247085571289
-36.5,33.5,19.0603141784668
-35.5,33.5,16.5802459716797
-34.5,33.5,14.5882120132446
-33.5,33.5,13.7654914855957
-32.5,33.5,18.7490291595459
-31.5,33.5,17.6827087402344
-30.5,33.5,17.9320316314697
-29.5,33.5,17.083948135376
-28.5,33.5,14.0287885665894
-27.5,33.5,9.12215900421143
-26.5,33.5,6.65161752700806
-25.5,33.5,7.03772783279419
-24.5,33.5,5.65845632553101
-23.5,33.5,7.68738985061646
-22.5,33.5,5.49347114562988
-21.5,33.5,8.50758075714111
-20.5,33.5,3.74750685691833
-19.5,33.5,1.5756424665451
-18.5,33.5,0.789528369903564
-17.5,33.5,1.94112074375153
-16.5,33.5,1.69291865825653
-15.5,33.5,1.31145679950714
-14.5,33.5,18.8347759246826
-13.5,33.5,0.227980330586433
-12.5,33.5,1.00632524490356
-11.5,33.5,NA
-10.5,33.5,NA
-9.5,33.5,NA
-8.5,33.5,NA
-7.5,33.5,NA
-6.5,33.5,NA
-5.5,33.5,NA
-4.5,33.5,NA
-3.5,33.5,NA
-2.5,33.5,NA
-1.5,33.5,NA
-0.5,33.5,NA
0.5,33.5,NA
1.5,33.5,NA
2.5,33.5,NA
3.5,33.5,NA
4.5,33.5,NA
5.5,33.5,NA
6.5,33.5,NA
7.5,33.5,NA
8.5,33.5,NA
9.5,33.5,NA
10.5,33.5,NA
11.5,33.5,NA
12.5,33.5,16.9852390289307
13.5,33.5,11.9240636825562
14.5,33.5,19.4903373718262
15.5,33.5,11.7198257446289
16.5,33.5,6.71669006347656
17.5,33.5,3.69707322120667
18.5,33.5,4.48447608947754
19.5,33.5,2.66573119163513
20.5,33.5,NA
21.5,33.5,3.28012728691101
22.5,33.5,0.26232060790062
23.5,33.5,0.298101872205734
24.5,33.5,5.70969343185425
25.5,33.5,1.39600551128387
26.5,33.5,5.38070297241211
27.5,33.5,2.82369995117188
28.5,33.5,0.660839140415192
29.5,33.5,NA
30.5,33.5,2.88104176521301
31.5,33.5,0.752609968185425
32.5,33.5,4.64386129379272
33.5,33.5,4.16797637939453
34.5,33.5,2.50565600395203
35.5,33.5,0.0178067125380039
36.5,33.5,NA
37.5,33.5,NA
38.5,33.5,NA
39.5,33.5,NA
40.5,33.5,NA
41.5,33.5,NA
42.5,33.5,NA
43.5,33.5,NA
44.5,33.5,NA
45.5,33.5,NA
46.5,33.5,NA
47.5,33.5,NA
48.5,33.5,NA
49.5,33.5,NA
50.5,33.5,NA
51.5,33.5,NA
52.5,33.5,NA
53.5,33.5,NA
54.5,33.5,NA
55.5,33.5,NA
56.5,33.5,NA
57.5,33.5,NA
58.5,33.5,NA
59.5,33.5,NA
60.5,33.5,NA
61.5,33.5,NA
62.5,33.5,NA
63.5,33.5,NA
64.5,33.5,NA
65.5,33.5,NA
66.5,33.5,NA
67.5,33.5,NA
68.5,33.5,NA
69.5,33.5,NA
70.5,33.5,NA
71.5,33.5,NA
72.5,33.5,NA
73.5,33.5,NA
74.5,33.5,NA
75.5,33.5,NA
76.5,33.5,NA
77.5,33.5,NA
78.5,33.5,NA
79.5,33.5,NA
80.5,33.5,NA
81.5,33.5,NA
82.5,33.5,NA
83.5,33.5,NA
84.5,33.5,NA
85.5,33.5,NA
86.5,33.5,NA
87.5,33.5,NA
88.5,33.5,NA
89.5,33.5,NA
90.5,33.5,NA
91.5,33.5,NA
92.5,33.5,NA
93.5,33.5,NA
94.5,33.5,NA
95.5,33.5,NA
96.5,33.5,NA
97.5,33.5,NA
98.5,33.5,NA
99.5,33.5,NA
100.5,33.5,NA
101.5,33.5,NA
102.5,33.5,NA
103.5,33.5,NA
104.5,33.5,NA
105.5,33.5,NA
106.5,33.5,NA
107.5,33.5,NA
108.5,33.5,NA
109.5,33.5,NA
110.5,33.5,NA
111.5,33.5,NA
112.5,33.5,NA
113.5,33.5,NA
114.5,33.5,NA
115.5,33.5,NA
116.5,33.5,NA
117.5,33.5,NA
118.5,33.5,0.0663599595427513
119.5,33.5,NA
120.5,33.5,79.0966873168945
121.5,33.5,23.9000110626221
122.5,33.5,12.1669340133667
123.5,33.5,4.24811220169067
124.5,33.5,8.54785060882568
125.5,33.5,7.69916534423828
126.5,33.5,12.1676902770996
127.5,33.5,47.2432250976562
128.5,33.5,12.2702608108521
129.5,33.5,0.470750361680984
130.5,33.5,0.555777788162231
131.5,33.5,2.22979855537415
132.5,33.5,3.29410433769226
133.5,33.5,1.88641500473022
134.5,33.5,4.9426474571228
135.5,33.5,1.19859027862549
136.5,33.5,0.979095757007599
137.5,33.5,0.237372681498528
138.5,33.5,0.391317129135132
139.5,33.5,9.69209671020508
140.5,33.5,3.29032015800476
141.5,33.5,1.91038620471954
142.5,33.5,10.1206903457642
143.5,33.5,19.2301979064941
144.5,33.5,6.44508695602417
145.5,33.5,11.6061363220215
146.5,33.5,16.730037689209
147.5,33.5,34.0541687011719
148.5,33.5,26.2530956268311
149.5,33.5,18.5379409790039
150.5,33.5,8.59044170379639
151.5,33.5,14.5602293014526
152.5,33.5,11.7229738235474
153.5,33.5,14.477988243103
154.5,33.5,22.2280254364014
155.5,33.5,29.8252201080322
156.5,33.5,53.467716217041
157.5,33.5,15.9154424667358
158.5,33.5,12.271746635437
159.5,33.5,8.03384399414062
160.5,33.5,13.8517951965332
161.5,33.5,15.3224945068359
162.5,33.5,12.5331029891968
163.5,33.5,29.7010860443115
164.5,33.5,14.5789985656738
165.5,33.5,6.47559928894043
166.5,33.5,6.18972587585449
167.5,33.5,2.61975312232971
168.5,33.5,3.55035471916199
169.5,33.5,5.01828336715698
170.5,33.5,5.85892105102539
171.5,33.5,7.96338510513306
172.5,33.5,10.647385597229
173.5,33.5,10.8324193954468
174.5,33.5,12.7870054244995
175.5,33.5,4.94412755966187
176.5,33.5,4.1365180015564
177.5,33.5,1.63484489917755
178.5,33.5,4.52509593963623
179.5,33.5,4.9397611618042
-179.5,32.5,5.99629831314087
-178.5,32.5,10.3817024230957
-177.5,32.5,8.7137975692749
-176.5,32.5,13.1835298538208
-175.5,32.5,15.5274505615234
-174.5,32.5,15.785496711731
-173.5,32.5,12.3663711547852
-172.5,32.5,10.4092302322388
-171.5,32.5,14.4709701538086
-170.5,32.5,14.0361261367798
-169.5,32.5,7.64302587509155
-168.5,32.5,9.89139270782471
-167.5,32.5,8.6595458984375
-166.5,32.5,6.19635534286499
-165.5,32.5,7.95159482955933
-164.5,32.5,7.16384124755859
-163.5,32.5,5.81116724014282
-162.5,32.5,7.53379201889038
-161.5,32.5,9.46389865875244
-160.5,32.5,7.4262900352478
-159.5,32.5,4.3888988494873
-158.5,32.5,5.75560760498047
-157.5,32.5,4.64408731460571
-156.5,32.5,6.16150808334351
-155.5,32.5,10.3731260299683
-154.5,32.5,16.7607727050781
-153.5,32.5,5.42264604568481
-152.5,32.5,3.64274883270264
-151.5,32.5,2.22713351249695
-150.5,32.5,5.4680438041687
-149.5,32.5,11.4747381210327
-148.5,32.5,10.6261587142944
-147.5,32.5,4.52317571640015
-146.5,32.5,6.55618047714233
-145.5,32.5,6.36786079406738
-144.5,32.5,9.39860153198242
-143.5,32.5,2.46968173980713
-142.5,32.5,0.971278965473175
-141.5,32.5,0.525830447673798
-140.5,32.5,0.957806766033173
-139.5,32.5,3.73188090324402
-138.5,32.5,7.40243673324585
-137.5,32.5,1.92068862915039
-136.5,32.5,NA
-135.5,32.5,NA
-134.5,32.5,NA
-133.5,32.5,NA
-132.5,32.5,NA
-131.5,32.5,NA
-130.5,32.5,NA
-129.5,32.5,NA
-128.5,32.5,NA
-127.5,32.5,0.0177719909697771
-126.5,32.5,NA
-125.5,32.5,NA
-124.5,32.5,NA
-123.5,32.5,NA
-122.5,32.5,NA
-121.5,32.5,NA
-120.5,32.5,NA
-119.5,32.5,1.58815097808838
-118.5,32.5,2.80244636535645
-117.5,32.5,7.24583292007446
-116.5,32.5,NA
-115.5,32.5,NA
-114.5,32.5,NA
-113.5,32.5,NA
-112.5,32.5,NA
-111.5,32.5,NA
-110.5,32.5,NA
-109.5,32.5,NA
-108.5,32.5,NA
-107.5,32.5,NA
-106.5,32.5,NA
-105.5,32.5,NA
-104.5,32.5,NA
-103.5,32.5,NA
-102.5,32.5,NA
-101.5,32.5,NA
-100.5,32.5,NA
-99.5,32.5,NA
-98.5,32.5,NA
-97.5,32.5,NA
-96.5,32.5,NA
-95.5,32.5,NA
-94.5,32.5,NA
-93.5,32.5,NA
-92.5,32.5,NA
-91.5,32.5,NA
-90.5,32.5,NA
-89.5,32.5,NA
-88.5,32.5,NA
-87.5,32.5,NA
-86.5,32.5,NA
-85.5,32.5,NA
-84.5,32.5,NA
-83.5,32.5,NA
-82.5,32.5,NA
-81.5,32.5,NA
-80.5,32.5,4.97113084793091
-79.5,32.5,1.88975846767426
-78.5,32.5,2.61609530448914
-77.5,32.5,2.3831524848938
-76.5,32.5,0.756623268127441
-75.5,32.5,0.0296932887285948
-74.5,32.5,0.293136566877365
-73.5,32.5,0.841996490955353
-72.5,32.5,NA
-71.5,32.5,NA
-70.5,32.5,NA
-69.5,32.5,NA
-68.5,32.5,NA
-67.5,32.5,NA
-66.5,32.5,NA
-65.5,32.5,NA
-64.5,32.5,NA
-63.5,32.5,NA
-62.5,32.5,NA
-61.5,32.5,NA
-60.5,32.5,0.677853047847748
-59.5,32.5,1.01081025600433
-58.5,32.5,2.34834480285645
-57.5,32.5,1.23804986476898
-56.5,32.5,1.87582457065582
-55.5,32.5,4.22688293457031
-54.5,32.5,2.84016990661621
-53.5,32.5,3.03818011283875
-52.5,32.5,3.83136582374573
-51.5,32.5,3.84923458099365
-50.5,32.5,4.88298845291138
-49.5,32.5,8.26357555389404
-48.5,32.5,10.0871324539185
-47.5,32.5,12.9804992675781
-46.5,32.5,16.9665336608887
-45.5,32.5,12.9980821609497
-44.5,32.5,12.5577058792114
-43.5,32.5,12.8028173446655
-42.5,32.5,14.1356039047241
-41.5,32.5,13.6670846939087
-40.5,32.5,14.6385269165039
-39.5,32.5,15.3589057922363
-38.5,32.5,13.2768898010254
-37.5,32.5,12.4049530029297
-36.5,32.5,9.9583740234375
-35.5,32.5,12.7093992233276
-34.5,32.5,11.2144889831543
-33.5,32.5,14.7954435348511
-32.5,32.5,19.9250335693359
-31.5,32.5,17.6060352325439
-30.5,32.5,12.952805519104
-29.5,32.5,11.8097734451294
-28.5,32.5,17.0548572540283
-27.5,32.5,16.2227516174316
-26.5,32.5,5.74812936782837
-25.5,32.5,3.27669811248779
-24.5,32.5,3.29339480400085
-23.5,32.5,6.65777921676636
-22.5,32.5,3.63220477104187
-21.5,32.5,4.70833921432495
-20.5,32.5,2.60985255241394
-19.5,32.5,3.15325808525085
-18.5,32.5,1.61190211772919
-17.5,32.5,0.548664629459381
-16.5,32.5,1.01688230037689
-15.5,32.5,2.71660113334656
-14.5,32.5,0.44918692111969
-13.5,32.5,2.81446957588196
-12.5,32.5,0.0169762726873159
-11.5,32.5,NA
-10.5,32.5,NA
-9.5,32.5,NA
-8.5,32.5,NA
-7.5,32.5,NA
-6.5,32.5,NA
-5.5,32.5,NA
-4.5,32.5,NA
-3.5,32.5,NA
-2.5,32.5,NA
-1.5,32.5,NA
-0.5,32.5,NA
0.5,32.5,NA
1.5,32.5,NA
2.5,32.5,NA
3.5,32.5,NA
4.5,32.5,NA
5.5,32.5,NA
6.5,32.5,NA
7.5,32.5,NA
8.5,32.5,NA
9.5,32.5,NA
10.5,32.5,NA
11.5,32.5,NA
12.5,32.5,NA
13.5,32.5,NA
14.5,32.5,1.70516777038574
15.5,32.5,1.47844326496124
16.5,32.5,8.50034713745117
17.5,32.5,4.63754892349243
18.5,32.5,4.80261850357056
19.5,32.5,16.6692600250244
20.5,32.5,NA
21.5,32.5,NA
22.5,32.5,NA
23.5,32.5,NA
24.5,32.5,0.640734970569611
25.5,32.5,1.46531546115875
26.5,32.5,4.43324661254883
27.5,32.5,0.422068864107132
28.5,32.5,0.153136566281319
29.5,32.5,NA
30.5,32.5,0.488084465265274
31.5,32.5,0.106805562973022
32.5,32.5,0.0331770814955235
33.5,32.5,0.156884655356407
34.5,32.5,0.137841433286667
35.5,32.5,NA
36.5,32.5,NA
37.5,32.5,NA
38.5,32.5,NA
39.5,32.5,NA
40.5,32.5,NA
41.5,32.5,NA
42.5,32.5,NA
43.5,32.5,NA
44.5,32.5,NA
45.5,32.5,NA
46.5,32.5,NA
47.5,32.5,NA
48.5,32.5,NA
49.5,32.5,NA
50.5,32.5,NA
51.5,32.5,NA
52.5,32.5,NA
53.5,32.5,NA
54.5,32.5,NA
55.5,32.5,NA
56.5,32.5,NA
57.5,32.5,NA
58.5,32.5,NA
59.5,32.5,NA
60.5,32.5,NA
61.5,32.5,NA
62.5,32.5,NA
63.5,32.5,NA
64.5,32.5,NA
65.5,32.5,NA
66.5,32.5,NA
67.5,32.5,NA
68.5,32.5,NA
69.5,32.5,NA
70.5,32.5,NA
71.5,32.5,NA
72.5,32.5,NA
73.5,32.5,NA
74.5,32.5,NA
75.5,32.5,NA
76.5,32.5,NA
77.5,32.5,NA
78.5,32.5,NA
79.5,32.5,NA
80.5,32.5,NA
81.5,32.5,NA
82.5,32.5,NA
83.5,32.5,NA
84.5,32.5,NA
85.5,32.5,NA
86.5,32.5,NA
87.5,32.5,NA
88.5,32.5,NA
89.5,32.5,NA
90.5,32.5,NA
91.5,32.5,NA
92.5,32.5,NA
93.5,32.5,NA
94.5,32.5,NA
95.5,32.5,NA
96.5,32.5,NA
97.5,32.5,NA
98.5,32.5,NA
99.5,32.5,NA
100.5,32.5,NA
101.5,32.5,NA
102.5,32.5,NA
103.5,32.5,NA
104.5,32.5,NA
105.5,32.5,NA
106.5,32.5,NA
107.5,32.5,NA
108.5,32.5,NA
109.5,32.5,NA
110.5,32.5,NA
111.5,32.5,NA
112.5,32.5,NA
113.5,32.5,NA
114.5,32.5,NA
115.5,32.5,NA
116.5,32.5,NA
117.5,32.5,NA
118.5,32.5,0.12916088104248
119.5,32.5,0.570356905460358
120.5,32.5,2.74650478363037
121.5,32.5,38.2419204711914
122.5,32.5,51.1664543151855
123.5,32.5,23.9091701507568
124.5,32.5,8.75199890136719
125.5,32.5,4.87239027023315
126.5,32.5,10.3243274688721
127.5,32.5,15.0770082473755
128.5,32.5,0.145914360880852
129.5,32.5,1.0275821685791
130.5,32.5,0.441618919372559
131.5,32.5,18.8239498138428
132.5,32.5,5.28679370880127
133.5,32.5,5.89580583572388
134.5,32.5,1.57247972488403
135.5,32.5,0.960792779922485
136.5,32.5,1.27844619750977
137.5,32.5,1.88008105754852
138.5,32.5,0.715862274169922
139.5,32.5,1.79948699474335
140.5,32.5,0.154388502240181
141.5,32.5,4.29452848434448
142.5,32.5,22.2498836517334
143.5,32.5,30.1831035614014
144.5,32.5,35.0772285461426
145.5,32.5,16.3723812103271
146.5,32.5,10.7337074279785
147.5,32.5,24.2896366119385
148.5,32.5,17.5889682769775
149.5,32.5,10.092755317688
150.5,32.5,9.77246379852295
151.5,32.5,19.5472354888916
152.5,32.5,19.2975215911865
153.5,32.5,8.46491527557373
154.5,32.5,24.1029987335205
155.5,32.5,32.3020057678223
156.5,32.5,33.0144271850586
157.5,32.5,21.2839736938477
158.5,32.5,7.50178527832031
159.5,32.5,6.4284839630127
160.5,32.5,10.9087285995483
161.5,32.5,11.8690795898438
162.5,32.5,14.2109327316284
163.5,32.5,9.31977367401123
164.5,32.5,4.57816410064697
165.5,32.5,3.33381366729736
166.5,32.5,1.6484180688858
167.5,32.5,5.18493366241455
168.5,32.5,4.2897162437439
169.5,32.5,9.76877307891846
170.5,32.5,5.82023620605469
171.5,32.5,5.29200220108032
172.5,32.5,38.2098159790039
173.5,32.5,27.4730167388916
174.5,32.5,9.65733051300049
175.5,32.5,6.53590726852417
176.5,32.5,6.34540510177612
177.5,32.5,7.20191717147827
178.5,32.5,9.87092208862305
179.5,32.5,15.6971092224121
-179.5,31.5,1.97031104564667
-178.5,31.5,1.1514641046524
-177.5,31.5,3.15353202819824
-176.5,31.5,6.79500389099121
-175.5,31.5,7.01551008224487
-174.5,31.5,10.0722389221191
-173.5,31.5,7.42224073410034
-172.5,31.5,9.64205455780029
-171.5,31.5,11.2471837997437
-170.5,31.5,16.3007354736328
-169.5,31.5,13.6891622543335
-168.5,31.5,9.3335485458374
-167.5,31.5,7.81470823287964
-166.5,31.5,9.22640132904053
-165.5,31.5,6.63772344589233
-164.5,31.5,7.66446161270142
-163.5,31.5,14.5629806518555
-162.5,31.5,6.92583894729614
-161.5,31.5,5.14802885055542
-160.5,31.5,2.74182057380676
-159.5,31.5,5.64920997619629
-158.5,31.5,8.29930782318115
-157.5,31.5,6.83482599258423
-156.5,31.5,2.99909520149231
-155.5,31.5,3.51112842559814
-154.5,31.5,7.5563793182373
-153.5,31.5,5.98753499984741
-152.5,31.5,7.29739189147949
-151.5,31.5,7.97176504135132
-150.5,31.5,10.299596786499
-149.5,31.5,10.6454458236694
-148.5,31.5,8.23826026916504
-147.5,31.5,8.27458763122559
-146.5,31.5,4.320960521698
-145.5,31.5,1.84849345684052
-144.5,31.5,4.49971628189087
-143.5,31.5,2.32479166984558
-142.5,31.5,1.83251941204071
-141.5,31.5,1.03248846530914
-140.5,31.5,2.79082179069519
-139.5,31.5,4.62601804733276
-138.5,31.5,5.09618043899536
-137.5,31.5,0.186834499239922
-136.5,31.5,NA
-135.5,31.5,NA
-134.5,31.5,NA
-133.5,31.5,NA
-132.5,31.5,NA
-131.5,31.5,NA
-130.5,31.5,NA
-129.5,31.5,NA
-128.5,31.5,NA
-127.5,31.5,NA
-126.5,31.5,NA
-125.5,31.5,NA
-124.5,31.5,NA
-123.5,31.5,NA
-122.5,31.5,NA
-121.5,31.5,0.00938078667968512
-120.5,31.5,NA
-119.5,31.5,0.0887210667133331
-118.5,31.5,0.380364567041397
-117.5,31.5,0.512641727924347
-116.5,31.5,0.0709490701556206
-115.5,31.5,NA
-114.5,31.5,NA
-113.5,31.5,NA
-112.5,31.5,NA
-111.5,31.5,NA
-110.5,31.5,NA
-109.5,31.5,NA
-108.5,31.5,NA
-107.5,31.5,NA
-106.5,31.5,NA
-105.5,31.5,NA
-104.5,31.5,NA
-103.5,31.5,NA
-102.5,31.5,NA
-101.5,31.5,NA
-100.5,31.5,NA
-99.5,31.5,NA
-98.5,31.5,NA
-97.5,31.5,NA
-96.5,31.5,NA
-95.5,31.5,NA
-94.5,31.5,NA
-93.5,31.5,NA
-92.5,31.5,NA
-91.5,31.5,NA
-90.5,31.5,NA
-89.5,31.5,NA
-88.5,31.5,NA
-87.5,31.5,NA
-86.5,31.5,NA
-85.5,31.5,NA
-84.5,31.5,NA
-83.5,31.5,NA
-82.5,31.5,NA
-81.5,31.5,15.2614126205444
-80.5,31.5,8.05677890777588
-79.5,31.5,2.99378323554993
-78.5,31.5,3.43125414848328
-77.5,31.5,0.597514450550079
-76.5,31.5,0.0756712928414345
-75.5,31.5,NA
-74.5,31.5,NA
-73.5,31.5,NA
-72.5,31.5,NA
-71.5,31.5,NA
-70.5,31.5,NA
-69.5,31.5,NA
-68.5,31.5,NA
-67.5,31.5,NA
-66.5,31.5,NA
-65.5,31.5,NA
-64.5,31.5,NA
-63.5,31.5,NA
-62.5,31.5,NA
-61.5,31.5,NA
-60.5,31.5,NA
-59.5,31.5,NA
-58.5,31.5,1.79239308834076
-57.5,31.5,2.11986088752747
-56.5,31.5,0.929296910762787
-55.5,31.5,0.904059648513794
-54.5,31.5,1.25380206108093
-53.5,31.5,1.69365453720093
-52.5,31.5,3.24804592132568
-51.5,31.5,2.26192903518677
-50.5,31.5,3.50816988945007
-49.5,31.5,4.33770132064819
-48.5,31.5,8.22817897796631
-47.5,31.5,5.94158935546875
-46.5,31.5,5.50915956497192
-45.5,31.5,4.57893180847168
-44.5,31.5,6.76373291015625
-43.5,31.5,7.69714498519897
-42.5,31.5,9.67304706573486
-41.5,31.5,8.38286113739014
-40.5,31.5,8.61489391326904
-39.5,31.5,8.90172863006592
-38.5,31.5,6.64455842971802
-37.5,31.5,9.59752368927002
-36.5,31.5,8.61533260345459
-35.5,31.5,11.3652877807617
-34.5,31.5,12.326096534729
-33.5,31.5,14.8127069473267
-32.5,31.5,16.1348552703857
-31.5,31.5,17.4091167449951
-30.5,31.5,16.1647396087646
-29.5,31.5,17.0608386993408
-28.5,31.5,14.2567558288574
-27.5,31.5,9.56782054901123
-26.5,31.5,3.17202877998352
-25.5,31.5,2.02897906303406
-24.5,31.5,1.9642094373703
-23.5,31.5,1.97977864742279
-22.5,31.5,1.74163639545441
-21.5,31.5,1.88884842395782
-20.5,31.5,2.81978821754456
-19.5,31.5,2.27033805847168
-18.5,31.5,1.08996093273163
-17.5,31.5,1.12323498725891
-16.5,31.5,0.660992443561554
-15.5,31.5,0.774194180965424
-14.5,31.5,0.337881952524185
-13.5,31.5,6.8974781036377
-12.5,31.5,8.30142879486084
-11.5,31.5,0.172824069857597
-10.5,31.5,NA
-9.5,31.5,NA
-8.5,31.5,NA
-7.5,31.5,NA
-6.5,31.5,NA
-5.5,31.5,NA
-4.5,31.5,NA
-3.5,31.5,NA
-2.5,31.5,NA
-1.5,31.5,NA
-0.5,31.5,NA
0.5,31.5,NA
1.5,31.5,NA
2.5,31.5,NA
3.5,31.5,NA
4.5,31.5,NA
5.5,31.5,NA
6.5,31.5,NA
7.5,31.5,NA
8.5,31.5,NA
9.5,31.5,NA
10.5,31.5,NA
11.5,31.5,NA
12.5,31.5,NA
13.5,31.5,NA
14.5,31.5,NA
15.5,31.5,NA
16.5,31.5,2.00505805015564
17.5,31.5,0.00799189787358046
18.5,31.5,NA
19.5,31.5,NA
20.5,31.5,NA
21.5,31.5,NA
22.5,31.5,NA
23.5,31.5,NA
24.5,31.5,NA
25.5,31.5,1.12080442905426
26.5,31.5,2.05271410942078
27.5,31.5,0.770873844623566
28.5,31.5,0.837453663349152
29.5,31.5,NA
30.5,31.5,NA
31.5,31.5,NA
32.5,31.5,NA
33.5,31.5,0.603874385356903
34.5,31.5,NA
35.5,31.5,NA
36.5,31.5,NA
37.5,31.5,NA
38.5,31.5,NA
39.5,31.5,NA
40.5,31.5,NA
41.5,31.5,NA
42.5,31.5,NA
43.5,31.5,NA
44.5,31.5,NA
45.5,31.5,NA
46.5,31.5,NA
47.5,31.5,NA
48.5,31.5,NA
49.5,31.5,NA
50.5,31.5,NA
51.5,31.5,NA
52.5,31.5,NA
53.5,31.5,NA
54.5,31.5,NA
55.5,31.5,NA
56.5,31.5,NA
57.5,31.5,NA
58.5,31.5,NA
59.5,31.5,NA
60.5,31.5,NA
61.5,31.5,NA
62.5,31.5,NA
63.5,31.5,NA
64.5,31.5,NA
65.5,31.5,NA
66.5,31.5,NA
67.5,31.5,NA
68.5,31.5,NA
69.5,31.5,NA
70.5,31.5,NA
71.5,31.5,NA
72.5,31.5,NA
73.5,31.5,NA
74.5,31.5,NA
75.5,31.5,NA
76.5,31.5,NA
77.5,31.5,NA
78.5,31.5,NA
79.5,31.5,NA
80.5,31.5,NA
81.5,31.5,NA
82.5,31.5,NA
83.5,31.5,NA
84.5,31.5,NA
85.5,31.5,NA
86.5,31.5,NA
87.5,31.5,NA
88.5,31.5,NA
89.5,31.5,NA
90.5,31.5,NA
91.5,31.5,NA
92.5,31.5,NA
93.5,31.5,NA
94.5,31.5,NA
95.5,31.5,NA
96.5,31.5,NA
97.5,31.5,NA
98.5,31.5,NA
99.5,31.5,NA
100.5,31.5,NA
101.5,31.5,NA
102.5,31.5,NA
103.5,31.5,NA
104.5,31.5,NA
105.5,31.5,NA
106.5,31.5,NA
107.5,31.5,NA
108.5,31.5,NA
109.5,31.5,NA
110.5,31.5,NA
111.5,31.5,NA
112.5,31.5,NA
113.5,31.5,NA
114.5,31.5,NA
115.5,31.5,NA
116.5,31.5,NA
117.5,31.5,0.00755208358168602
118.5,31.5,0.375711798667908
119.5,31.5,NA
120.5,31.5,3.57539939880371
121.5,31.5,51.8305625915527
122.5,31.5,428.392608642578
123.5,31.5,267.908233642578
124.5,31.5,39.7260551452637
125.5,31.5,5.40092992782593
126.5,31.5,3.97249698638916
127.5,31.5,0.643522381782532
128.5,31.5,0.242303237318993
129.5,31.5,0.286325246095657
130.5,31.5,0.610412061214447
131.5,31.5,1.12220346927643
132.5,31.5,2.32491326332092
133.5,31.5,2.33872389793396
134.5,31.5,1.05246818065643
135.5,31.5,1.22509253025055
136.5,31.5,0.688933193683624
137.5,31.5,0.21490740776062
138.5,31.5,0.479182094335556
139.5,31.5,3.12024021148682
140.5,31.5,0.887607991695404
141.5,31.5,14.1596832275391
142.5,31.5,21.7518825531006
143.5,31.5,31.7086772918701
144.5,31.5,32.3161125183105
145.5,31.5,13.56480884552
146.5,31.5,8.10828304290771
147.5,31.5,14.4622068405151
148.5,31.5,14.0704383850098
